"ConstituencyCode","Constituency","Nominate","NominateAlias","Gender","Occupation","Politics","NominateDate","Remarks","Candidate"
"G18","¶À®HªF","´å¿·ºÕ","","¤k","","«C¦~·s¬F","2015¦~10¤ë9¤é","","´å¿·ºÕ"
"G18","¶À®HªF","Ã¹¿ü©ú","","¨k","³Ð·|°õ¸³/³Õ¾É","","2015¦~10¤ë12¤é","","Ã¹¿ü©ú"
"G19","¶À®H¦è","¼B°¶ºa","","¨k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë2¤é","","¼B°¶ºa"
"G19","¶À®H¦è","ñK¸¶½å","","¤k","Âå¥Í","«C¦~·s¬F","2015¦~10¤ë9¤é","","ñK¸¶½å"
"G20","¬õê©ÆW","»¯¥K«H","","¨k","ªÀ°Ï·F¨Æ","¤uÄÒ","2015¦~10¤ë2¤é","","»¯¥K«H"
"G20","¬õê©ÆW","±i¤¯±d","","¨k","¤uµ{®v","","2015¦~10¤ë2¤é","","±i¤¯±d"
"G20","¬õê©ÆW","¶¾Äv¤å","","¤k","","","2015¦~10¤ë2¤é","","¶¾Äv¤å"
"G20","¬õê©ÆW","§õ²hÃò","","¨k","","","2015¦~10¤ë13¤é","","§õ²hÃò"
"G21","¬õê©","¥ô°ê´É","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¨ó","2015¦~10¤ë2¤é","","¥ô°ê´É"
"G21","¬õê©","ªL¼w¦¨","","¨k","¦æ¬F¤H­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","ªL¼w¦¨"
"G21","¬õê©","¶À§Ó±j","","¨k","¨®¦æ¸g²z","","2015¦~10¤ë15¤é","","¶À§Ó±j"
"G22","®aºû","³Ò¶W³Ç","","¨k","«ß®v","","2015¦~10¤ë2¤é","","³Ò¶W³Ç"
"G22","®aºû","³¯µÎ¼_","","¤k","","","2015¦~10¤ë10¤é","2015¦~10¤ë15¤é°h¿ï","³¯µÎ¼_"
"G23","·R¥Á","§d¾Äª÷","","¨k","°ÏÄ³­û/°ª¯Å§U²z²ÎÄw¥D¥ô","¥Á«ØÁp","2015¦~10¤ë2¤é","","§d¾Äª÷"
"G23","·R¥Á","°¨§ÆÄP","","¨k","Ä³­û§U²z","¥Á¥DÄÒ","2015¦~10¤ë13¤é","","°¨§ÆÄP"
"G24","·R«T","¥ª<U+6ED9>¶¯","","¨k","°ÏÄ³­û","","2015¦~10¤ë2¤é","","¥ª<U+6ED9>¶¯"
"G24","·R«T","³¯¤Í©÷","","¨k","","¤½¥ÁÄÒ","2015¦~10¤ë5¤é","","³¯¤Í©÷"
"H01","Às½ì","·¨±ÓºÓ","¨¹¨¹","¨k","·Oµ½¹ÎÅé¥D®u","¿W¥ß","2015¦~10¤ë5¤é","","·¨±ÓºÓ(¨¹¨¹)"
"H01","Às½ì","§õªF¦¿","","¨k","¯S³\°]°Èµ¦¹º®v","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë5¤é","","§õªF¦¿"
"H01","Às½ì","´¿¨ôÅv","","¨k","®È¹C·~","¿W¥ß","2015¦~10¤ë6¤é","","´¿¨ôÅv"
"H02","Às¤U","§õª¢¶¯","","¨k","§U²z¯µ®Ñªø","","2015¦~10¤ë2¤é","","§õª¢¶¯"
"H02","Às¤U","³¢¨q­^","","¤k","¥þÂ¾°ÏÄ³­û","*¿W¥ß","2015¦~10¤ë2¤é","","³¢¨q­^"
"H03","Às¤W","ªL¤å½÷","","¨k","±Ð®v","¤uÁp·|","2015¦~10¤ë2¤é","","ªL¤å½÷"
"H03","Às¤W","ªL°¶°ò","","¨k","","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","ªL°¶°ò"
"H03","Às¤W","©PÀy©÷","","¨k","¹q·~¤uµ{","¿W¥ß","2015¦~10¤ë7¤é","","©PÀy©÷"
"H04","»ñ°Ä","¶ÀÀA¶W","","¨k","¤½¥q¸³¨Æ","","2015¦~10¤ë2¤é","","¶ÀÀA¶W"
"H04","»ñ°Ä","³¯ª¢¥ú","","¨k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë2¤é","","³¯ª¢¥ú"
"H04","»ñ°Ä","¶À¤l«í","","¨k","¨Æ°È«ß®v","µLÄÒ¬£­Ô¿ï¤H","2015¦~10¤ë14¤é","2015¦~10¤ë15¤é°h¿ï","¶À¤l«í"
"H05","»ñ¼w","Â²§Ó»¨","","¨k","¦æ¬F­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","Â²§Ó»¨"
"H05","»ñ¼w","¶À°ê±j","","¨k","¤É­°¾÷«~½èºÊ±±","¿W¥ß","2015¦~10¤ë8¤é","","¶À°ê±j"
"H06","Às¬P","©¨·q¼e","","¨k","*¤¤ÃÄ©±©±ªø","*¿W¥ß","2015¦~10¤ë2¤é","","©¨·q¼e"
"H06","Às¬P","ÃÓ­»¤å","","¤k","·|­p®v/°ÏÄ³­û","«e<U+7DAB>","2015¦~10¤ë7¤é","","ÃÓ­»¤å"
"H06","Às¬P","ªL§@","","¨k","¤j«ß®v","","2015¦~10¤ë10¤é","","ªL§@"
"H06","Às¬P","¦ó°¶Åv","","¨k","¤å­û","µLÄÒ¬£­Ô¿ï¤H","2015¦~10¤ë15¤é","","¦ó°¶Åv"
"H07","·s»Z±^","¹p±Ò½¬","","¤k","*¦æ¬F¤H­û","*¿W¥ß­Ô¿ï¤H","2015¦~10¤ë2¤é","","¹p±Ò½¬"
"H07","·s»Z±^","©}©_¦w","","¨k","°h¥ð¤½°È­û","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë14¤é","","©}©_¦w"
"H08","ªFÀY","§õ¼w±d","","¨k","¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","§õ¼w±d"
"H08","ªFÀY","±i¦ÊùÚ","","¨k","","¿W¥ß","2015¦~10¤ë14¤é","","±i¦ÊùÚ"
"H09","ªF¬ü","¶À°ê®¦","","¨k","«ß®v","¥Á«ØÁp","2015¦~10¤ë2¤é","","¶À°ê®¦"
"H09","ªF¬ü","¬I¼w¨Ó","","¨k","µù<U+518C>ªÀ¤u","¥Á¨ó","2015¦~10¤ë5¤é","","¬I¼w¨Ó"
"H10","¼Ö´I","³¯°¶©[","","¨k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë2¤é","","³¯°¶©["
"H10","¼Ö´I","°K¤ë­ë","","¤k","°h¥ð¤H¤h","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë13¤é","","°K¤ë­ë"
"H11","¾îÀYê©","¾¤ºa¯E","","¨k","¦æ¬F¤H­û/°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","¾¤ºa¯E"
"H12","¤Ñ±j","§õ¯EµM","","¨k","¶µ¥Ø·F¨Æ","¤½¥ÁÄÒ","2015¦~10¤ë7¤é","","§õ¯EµM"
"H12","¤Ñ±j","³¯¦w®õ","","¨k","°ò·þ®{°ÏÄ³­û/¤½¥q¸³¨Æ","¦Û¥ÑÄÒ","2015¦~10¤ë8¤é","","³¯¦w®õ"
"H13","»A¦Ë¤ÎÄPµ{","Ä¬¿ü°í","","¨k","¥þÂ¾°ÏÄ³­û","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë2¤é","","Ä¬¿ü°í"
"H13","»A¦Ë¤ÎÄPµ{","³¯­^","","¨k","¤½¥q¸³¨Æ","*¿W¥ß­Ô¿ï¤H","2015¦~10¤ë2¤é","","³¯­^"
"H13","»A¦Ë¤ÎÄPµ{","§õ¹Å¿³","","¨k","²z°]ÅU°Ý","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë13¤é","","§õ¹Å¿³"
"H14","¦Ë¶é«n","³\ÀA¦¨","","¨k","¾÷ºcÁ`ºÊ","­»´ä¥Á¥D¥Á¥Í¨ó¶i·|","2015¦~10¤ë2¤é","","³\ÀA¦¨"
"H14","¦Ë¶é«n","³¯¿A´Ë","","¨k","·F¨Æ","¤uÁp·|","2015¦~10¤ë2¤é","","³¯¿A´Ë"
"H15","¦Ë¶é¥_","¤B§Ó«Â","","¨k","¤½¥q¸³¨Æ","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë9¤é","","¤B§Ó«Â"
"H15","¦Ë¶é¥_","³¯¼ä¦B","","¤k","*±M·~·|­p/¶Ç¹D","¤H¥Á¤O¶q","2015¦~10¤ë12¤é","","³¯¼ä¦B"
"H16","·O¶³¦è","°K°ê±j","","¨k","°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","°K°ê±j"
"H16","·O¶³¦è","¯Î¸Û¥ú","","¨k","*°h¥ð°ª¯Å¶l®t","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","¯Î¸Û¥ú"
"H16","·O¶³¦è","±ç›£·q","","¨k","","¼ö¦å¤½¥Á","2015¦~10¤ë13¤é","","±ç›£·q"
"H17","¥¿·R","³¯°ÒµX","","¤k","«ß®v","¥Á«ØÁp","2015¦~10¤ë2¤é","","³¯°ÒµX"
"H17","¥¿·R","³Á¤l»¨","","¨k","ª«²z¹êÅç«Ç§Þ³N­û","·O¶³¤s«Ø³]¤O¶q","2015¦~10¤ë12¤é","","³Á¤l»¨"
"H18","¥¿¦w","¶À¶h¦°","","¨k","¥Á¿ï°ÏÄ³­û","*¿W¥ß","2015¦~10¤ë6¤é","","¶À¶h¦°"
"H19","·O¶³ªF","¦óº~¤å","","¨k","¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","¦óº~¤å"
"H19","·O¶³ªF","ÃÓ«T¤å","","¨k","¤uµ{¶µ¥Ø§U²z","·O¶³¤s«Ø³]¤O¶q","2015¦~10¤ë13¤é","","ÃÓ«T¤å"
"H20","Ã£´I","¶ÀÂí°·","","¨k","µù¥U²z°]®v","¤uÁp·|","2015¦~10¤ë2¤é","","¶ÀÂí°·"
"H20","Ã£´I","­J§Ó°¶","","¨k","¥ßªk·|Ä³­û","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","­J§Ó°¶"
"H21","±m¶³ªF","½²¤l°·","","¨k","*¥ßªk·|Ä³­û§U²z","¥Á«ØÁp","2015¦~10¤ë2¤é","","½²¤l°·"
"H21","±m¶³ªF","Àd°¶¬u","","¨k","«O¦w±q·~­û","","2015¦~10¤ë13¤é","","Àd°¶¬u"
"H21","±m¶³ªF","¶À°ê®ä","","¨k","«ß®v(ªk«ß¬É¿ï©e)","¥Á¥DÄÒ","2015¦~10¤ë13¤é","","¶À°ê®ä"
"H22","±m¶³«n","§õ¬üÄõ","","¤k","*µù¥U²z°]®v","¥Á«ØÁp","2015¦~10¤ë2¤é","","§õ¬üÄõ"
"H22","±m¶³«n","¨H¹BµØ","","¨k","¨£²ß«ß®v","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","¨H¹BµØ"
"H23","±m¶³¦è","ÃÓ¬ü´¶","","¤k","¥þÂ¾°ÏÄ³­û","¤uÁp·|/¥Á«ØÁp","2015¦~10¤ë2¤é","","ÃÓ¬ü´¶"
"H23","±m¶³¦è","ÁÂ´¼³Ç","","¨k","µù¥UªÀ¤u","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","ÁÂ´¼³Ç"
"H24","¦À±m","¦ó½å½÷","","¨k","¥Á¿ï°ÏÄ³­û","¤uÁp·|/¥Á«ØÁp","2015¦~10¤ë2¤é","","¦ó½å½÷"
"H24","¦À±m","­J§Ó°·","","¨k","Ä³­û§U²z","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","­J§Ó°·"
"H25","±m­i","²ö°·ºa","","¨k","¥Á¿ï°ÏÄ³­û","¤uÁp·|","2015¦~10¤ë2¤é","","²ö°·ºa"
"H25","±m­i","±ç¹Fªi","","¨k","°s©±·~ºÞ²z¤H­û","¿W¥ß","2015¦~10¤ë12¤é","","±ç¹Fªi"
"J01","Æ[¶í¤¤¤ß","³¯µØ¸Î","","¨k","¤¤¾Ç®Õªø","","2015¦~10¤ë8¤é","","³¯µØ¸Î"
"J02","¤EÀsÆW","¼ï¥ô´f¬Ã","","¤k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë2¤é","","¼ï¥ô´f¬Ã"
"J03","<U+5553>·~","¼Ú¶§§¡¿Õ","","¨k","","¥Á«ØÁp","2015¦~10¤ë2¤é","","¼Ú¶§§¡¿Õ"
"J03","<U+5553>·~","ªL¸Û","","¨k","ªÀ°Ï¥D¥ô","¥Á¥DÄÒ","2015¦~10¤ë13¤é","","ªL¸Û"
"J04","ÄR´¹","BUX Sheik Anthony","²¦ªF¥§","¨k","¦æ¬FÁ`µô","¤½¥ÁÄÒ","2015¦~10¤ë2¤é","","BUX SHEIK ANTHONY(²¦ªF¥§)"
"J04","ÄR´¹","¼ï¶i·½","","¨k","¥Á¿ï°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","¼ï¶i·½"
"J05","©W¥Û","³¯«T³Ç","","¨k","°ÏÄ³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","³¯«T³Ç"
"J06","Âù±m","ÃÓ»F¨ô","","¨k","°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","ÃÓ»F¨ô"
"J07","¦õ´°¨¦","ÃC¨Z¦Ð","","¨k","°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","ÃC¨Z¦Ð"
"J07","¦õ´°¨¦","¶À°¶¹F","","¨k","Ä³­û§U²z","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","¶À°¶¹F"
"J08","¶¶¤Ñ","³¢¥²¿þ","","¨k","²z°]ÅU°Ý¸g²z","¥Á«ØÁp","2015¦~10¤ë2¤é","","³¢¥²¿þ"
"J08","¶¶¤Ñ","²ö«Ø¦¨","","¨k","µù<U+518C>ªÀ¤u/ªÀ°Ï¥D¥ô","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","²ö«Ø¦¨"
"J09","Âù¶¶","²ÅºÑ¬Ã","","¤k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë2¤é","","²ÅºÑ¬Ã"
"J10","¦w§Q","±çÄË¤¥","","¨k","","¥Á«ØÁp","2015¦~10¤ë2¤é","","±çÄË¤¥"
"J10","¦w§Q","½²¿AÂE","","¨k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë5¤é","","½²¿AÂE"
"J10","¦w§Q","±ä<U+5553>·u","","¨k","","","2015¦~10¤ë15¤é","","±ä<U+5553>·u"
"J11","Ä_¹F","¬xÀA¹b","","¨k","°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","¬xÀA¹b"
"J11","Ä_¹F","ÃÓø¯µY","","¨k","¦Û¥Ñ¤H","","2015¦~10¤ë15¤é","","ÃÓø¯µY"
"J12","¨q­Z©W¥_","¶À¬K¥­","","¨k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë2¤é","","¶À¬K¥­"
"J13","¾åÄR","Ä¬ÄR¬Ã","","¤k","¥þÂ¾°ÏÄ³­û","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë2¤é","","Ä¬ÄR¬Ã"
"J13","¾åÄR","¶¾°ê±j","","¨k","","","2015¦~10¤ë15¤é","","¶¾°ê±j"
"J14","¨q­Z©W«n","³¯Ä£¶¯","","¨k","¤½¥q¸³¨Æ","¿W¥ß¤H¤h","2015¦~10¤ë2¤é","","³¯Ä£¶¯"
"J14","¨q­Z©W«n","­p©úµØ","","¨k","","*¥Á¥DÄÒ","2015¦~10¤ë5¤é","","­p©úµØ"
"J14","¨q­Z©W«n","¾G°ê«T","","¨k","","ªF¤EÀsªÀ°ÏÃöª`²Õ","2015¦~10¤ë9¤é","","¾G°ê«T"
"J15","¨q­Z©W¤¤","±i°ö­è","","¨k","","¥Á«ØÁp","2015¦~10¤ë2¤é","","±i°ö­è"
"J16","¿³¥Ð","Ã¹ÀR","","¤k","*ªÀ°Ï¤u§@ªÌ","¤uÁp·|","2015¦~10¤ë2¤é","","Ã¹ÀR"
"J16","¿³¥Ð","³¯¨Z°í","","¨k","","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","³¯¨Z°í"
"J17","ÂÅ¥Ð","Â²»ÊªF","","¨k","¥Á¿ï°ÏÄ³­û","¤uÁp·|","2015¦~10¤ë2¤é","","Â²»ÊªF"
"J17","ÂÅ¥Ð","´å¬üÄ_","","¤k","ª«¬y¸g²z","","2015¦~10¤ë8¤é","","´å¬üÄ_"
"J18","¼s¼w","¬_³Ð²±","","¨k","","¥Á«ØÁp","2015¦~10¤ë2¤é","","¬_³Ð²±"
"J19","¥­¥Ð","§d§Ó½÷","","¨k","¼p®v","","2015¦~10¤ë8¤é","","§d§Ó½÷"
"J19","¥­¥Ð","«À¬f¨}","","¨k","¦æ¬F¤H­û","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë8¤é","","«À¬f¨}"
"J20","<U+6822>¶®","³¯¦t©ú","","¨k","³n¥ó¤uµ{®v","¤½¥ÁÄÒ","2015¦~10¤ë2¤é","","³¯¦t©ú"
"J20","<U+6822>¶®","¦ó±Ò©ú","","¨k","¥Á¿ï°ÏÄ³­û","¤uÁp·|","2015¦~10¤ë2¤é","","¦ó±Ò©ú"
"J20","<U+6822>¶®","§E·ç¥Í","","¨k","°ª¯ÅÀç·~¸g²z","","2015¦~10¤ë15¤é","","§E·ç¥Í"
"J21","ªo¶íªF","±iµXÄË","","¨k","","¥Á«ØÁp","2015¦~10¤ë2¤é","","±iµXÄË"
"J22","ªoÄR","¾¤¾ðÀÚ","","¨k","°ÏÄ³­û","¿W¥ß","2015¦~10¤ë3¤é","","¾¤¾ðÀÚ"
"J22","ªoÄR","¾GµØªF","","¨k","","","2015¦~10¤ë5¤é","","¾GµØªF"
"J22","ªoÄR","Áú®a»Ê","","¨k","µù¥UªÀ¤u","¥Á¥DÄÒ","2015¦~10¤ë10¤é","","Áú®a»Ê"
"J23","»Aµ¾","ÁÂ²Q¬Ã","","¤k","","","2015¦~10¤ë2¤é","","ÁÂ²Q¬Ã"
"J23","»Aµ¾","¶À±ÒêP","","¨k","ªÀ°Ï¤u§@ªÌ","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë2¤é","","¶À±ÒêP"
"J24","ªo¶í¦è","§fªF«Ä","","¨k","","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë2¤é","","§fªF«Ä"
"J25","ÄR´ä«°","ÃÓ¤å»¨","","¨k","¥Á¯è¾÷®v","¤½¥ÁÄÒ","2015¦~10¤ë2¤é","","ÃÓ¤å»¨"
"J25","ÄR´ä«°","¾H<U+548F>Â@","","¨k","Àô«OÅU°Ý","¿W¥ß","2015¦~10¤ë7¤é","","¾H<U+548F>Â@"
"J26","´º¥Ð","­ð<U+5EF8>¶Ô","","¨k","ªk®xÁpµ¸¥D¥ô","¤½¥ÁÄÒ","2015¦~10¤ë2¤é","","­ð<U+5EF8>¶Ô"
"J26","´º¥Ð","±i¶¶µØ","","¨k","°ÏÄ³­û","","2015¦~10¤ë2¤é","","±i¶¶µØ"
"J27","»A«Ì","¾G±j®p","","¨k","ªÀ°ÏªA°È¥D¥ô","¤½«ÎÁp·|","2015¦~10¤ë2¤é","","¾G±j®p"
"J27","»A«Ì","ªL¥i¬Ã","","¤k","°h¥ð·|­p","¤H¥Á¤O¶q/«e<U+7DAB>","2015¦~10¤ë9¤é","","ªL¥i¬Ã"
"J28","Ä_¼Ö","¼B©w¦w","","¨k","¥þÂ¾°ÏÄ³­û","·s¥@¬ö½×¾Â","2015¦~10¤ë2¤é","","¼B©w¦w"
"J28","Ä_¼Ö","¾G´º¶§","","¨k","¥ßªk·|Ä³­û§U²z","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","¾G´º¶§"
"J29","¤ëµØ","®}®ü¤s","","¨k","¤½¥q¸³¨Æ","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë8¤é","","®}®ü¤s"
"J29","¤ëµØ","³¯ÀA«Â","","¨k","Á¿®v","","2015¦~10¤ë15¤é","","³¯ÀA«Â"
"J30","¨ó±d","³¯®¶±l","","¨k","¦æ¬FÁ`µô","","2015¦~10¤ë8¤é","","³¯®¶±l"
"J30","¨ó±d","©P¹|¥­","","¨k","","","2015¦~10¤ë13¤é","","©P¹|¥­"
"J30","¨ó±d","¶Àºö´@","","¤k","¦æ¬F¤å­û","","2015¦~10¤ë14¤é","","¶Àºö´@"
"J31","±d¼Ö","°¨¶c¶W","","¨k","¤½¥q¸³¨Æ/Æ[¶í°ÏÄ³­û","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë8¤é","","°¨¶c¶W"
"J31","±d¼Ö","³¯¿A·Ê","","¨k","¤uµ{®v","ªF¤EÀsªÀ°ÏÃöª`²Õ","2015¦~10¤ë9¤é","","³¯¿A·Ê"
"J32","©w¦w","ª÷°í","","¤k","","","2015¦~10¤ë2¤é","","ª÷°í"
"J32","©w¦w","¶À±Ò©ú","","¨k","¥Á¿ï°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","¶À±Ò©ú"
"J33","¤ûÀY¨¤¤W<U+90A8>","³¯°êµØ","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","³¯°êµØ"
"J33","¤ûÀY¨¤¤W<U+90A8>","§f´¼«í","","¨k","ªÀ·|¤u§@ªÌ","","2015¦~10¤ë12¤é","","§f´¼«í"
"J34","¤ûÀY¨¤¤U<U+90A8>","±i«À±l","","¨k","","¥Á«ØÁp","2015¦~10¤ë2¤é","","±i«À±l"
"J34","¤ûÀY¨¤¤U<U+90A8>","¶À¥¿®p","","¨k","Ä³­û§U²z","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","¶À¥¿®p"
"J35","²^¤j","¸­¿³°ê","","¨k","°ÏÄ³­û","","2015¦~10¤ë2¤é","","¸­¿³°ê"
"J36","¼ÖµØ¥_","¶¾ÀA·½","","¨k","¥þÂ¾°ÏÄ³­û","*¿W¥ß­Ô¿ï¤H","2015¦~10¤ë7¤é","","¶¾ÀA·½"
"J36","¼ÖµØ¥_","¶À¤l°·","","¨k","","ªF¤EÀsªÀ°ÏÃöª`²Õ","2015¦~10¤ë15¤é","","¶À¤l°·"
"J37","¼ÖµØ«n","§õ¹ÅùÚ","","¨k","¬Fµ¦¬ã¨s­û","¤uÁp·|","2015¦~10¤ë2¤é","","§õ¹ÅùÚ"
"J37","¼ÖµØ«n","Ä¬«aÁo","","¨k","°ÏÄ³­û","","2015¦~10¤ë7¤é","","Ä¬«aÁo"
"K01","¼wµØ","Ã¹¤Ö³Ç","","¨k","¸³¨ÆÁ`¸g²z","","2015¦~10¤ë2¤é","","Ã¹¤Ö³Ç"
"K02","·¨«Î¹D","³¯ùÚ÷g","","¨k","Ä³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","³¯ùÚ÷g"
"K02","·¨«Î¹D","ªL¿ü²K","","¨k","¦æ¬F¤H­û","¯þÆWªÀ°Ïºôµ¸","2015¦~10¤ë8¤é","","ªL¿ü²K"
"K03","®üÀØ","¾G¬f±j","","¨k","½s¿è","","2015¦~10¤ë5¤é","","¾G¬f±j"
"K03","®üÀØ","¹QªÃ«ï","","¨k","°ÏÄ³­û","¿W¥ß","2015¦~10¤ë12¤é","","¹QªÃ«ï"
"K04","¬è¼w´L","¥j´­¨¹","","¨k","","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","¥j´­¨¹"
"K04","¬è¼w´L","´öµúªÛ","","¤k","«D¬F©²²ÕÂ´Á`·F¨Æ","","2015¦~10¤ë2¤é","","´öµúªÛ"
"K05","ºÖ¨Ó","¸¯¥ü·½","","¨k","¥Á¿ï°ÏÄ³­û","*­»´ä¤u·|Áp¦X·|(¤uÁp·|)","2015¦~10¤ë2¤é","","¸¯¥ü·½"
"K05","ºÖ¨Ó","¥Û«Â·G","","¨k","¦æ¬F¤H­û","","2015¦~10¤ë15¤é","","¥Û«Â·G"
"K06","´r´º","»¯®¦¨Ó","","¨k","¥ßªk·|Ä³­û§U²z","¤uÄÒ","2015¦~10¤ë2¤é","","»¯®¦¨Ó"
"K06","´r´º","¥Ð¥_¨°","","¨k","¥ßªk·|Ä³­û","·s¥ÁÄÒ","2015¦~10¤ë5¤é","","¥Ð¥_¨°"
"K07","¯þÆW¤¤¤ß","´¿¤j","","¨k","ªÀ°Ï·F¨Æ","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","´¿¤j"
"K07","¯þÆW¤¤¤ß","§õ¬xªi","","¨k","","¥Á¥DÄÒ","2015¦~10¤ë12¤é","","§õ¬xªi"
"K08","¯þ«Â","ªL°ûÀØ","","¤k","°ÏÄ³­û/µù¥UªÀ¤u","","2015¦~10¤ë2¤é","","ªL°ûÀØ"
"K08","¯þ«Â","¤ý<U+92ED>¼w","","¨k","±Ð¨|®a","¥Á¥DÄÒ","2015¦~10¤ë8¤é","","¤ý<U+92ED>¼w"
"K09","ÄRÀÜ","¶À°¶³Ç","","¨k","°ÏÄ³­û/µù¥UªÀ¤u","¿W¥ß","2015¦~10¤ë2¤é","","¶À°¶³Ç"
"K09","ÄRÀÜ","»¯¨Ø¸Ö","","¤k","¦a°Ïµo®i¥D¥ô","¤½¥ÁÄÒ","2015¦~10¤ë12¤é","","»¯¨Ø¸Ö"
"K10","¥Å²`","®L§Æ¿Õ","","¨k","ªÀ°Ï·F¨Æ","¤uÄÒ","2015¦~10¤ë2¤é","","®L§Æ¿Õ"
"K10","¥Å²`","¾G<U+3A17>±l","ªü±¶","¨k","ªÀ°Ï¥D¥ô","·s¥ÁÄÒ","2015¦~10¤ë5¤é","","¾G<U+3A17>±l(ªü±¶)"
"K10","¥Å²`","¾G©Ó¶©","","¨k","®É¨Æ¸`¥Ø¥D«ù","","2015¦~10¤ë7¤é","","¾G©Ó¶©"
