"ConstituencyCode","Constituency","Nominate","NominateAlias","Gender","Occupation","Politics","NominateDate","Remarks","Candidate"
"R09","¤A©ú","¥C¤å«T","","¨k","¥þÂ¾°ÏÄ³­û","·s¥Á¥D¦P·ù","2015¦~10¤ë2¤é","","¥C¤å«T"
"R09","¤A©ú","©PªÃÁ¾","Á¾¥J","¨k","ªÀ°Ïµo®i·F¨Æ","¸g¥ÁÁp","2015¦~10¤ë2¤é","","©PªÃÁ¾(Á¾¥J)"
"R10","¯³Â×","±ç®aÞ³","","¨k","*ªÀ°Ïµo®i¥D¥ô","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë2¤é","","±ç®aÞ³"
"R10","¯³Â×","³¯¿ÕùÚ","","¨k","°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","³¯¿ÕùÚ"
"R11","·s¥Ð³ò","§õ¼Ö©ý","","¤k","¥ßªk·|Ä³­û§U²z","¤uÁp·|","2015¦~10¤ë2¤é","","§õ¼Ö©ý"
"R11","·s¥Ð³ò","µ{±iªï","","¨k","¤¤¾Ç±Ð®v","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","µ{±iªï"
"R12","»A¥Ð","³\<U+92ED>¦t","","¨k","¬Fµ¦¬ã¨s","·s¥Á¥D¦P·ù","2015¦~10¤ë2¤é","","³\<U+92ED>¦t"
"R12","»A¥Ð","¶À¿A¼Ð","","¨k","°ÏÄ³­û","¤½¥Á¤O¶q/·s¥ÁÄÒ","2015¦~10¤ë8¤é","","¶À¿A¼Ð"
"R13","Åã¹Å","ªLªQ¯ô","","¤k","°ÏÄ³­û/µù¥UªÀ¤u","¤½¥Á¤O¶q/·s¥ÁÄÒ","2015¦~10¤ë3¤é","","ªLªQ¯ô"
"R13","Åã¹Å","²ö°¶¶¯","","¨k","µù¥UªÀ¤u/«ùµPÀç·~­û","¥Á¥DÄÒ","2015¦~10¤ë7¤é","","²ö°¶¶¯"
"R14","¤U«°ªù","­ð¾Ç¨}","","¨k","*ªÀ°Ïµo®i¥D¥ô","*·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë2¤é","","­ð¾Ç¨}"
"R14","¤U«°ªù","§õ·½ÀA","","¨k","°h¥ð","","2015¦~10¤ë2¤é","","§õ·½ÀA"
"R14","¤U«°ªù","²øÄ£¶Ô","","¨k","°ÏÄ³­û/°õ·~·|­p®v","","2015¦~10¤ë5¤é","","²øÄ£¶Ô"
"R15","¶³«°","¦ó«p²»","","¨k","°ÏÄ³­û","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë2¤é","","¦ó«p²»"
"R15","¶³«°","¶À¨}³ß","","¨k","¤½¥q¸³¨Æ","¿W¥ß¥Á¥D¬£","2015¦~10¤ë9¤é","","¶À¨}³ß"
"R15","¶³«°","±i¼wºa","","¨k","°h¥ðÄá¼v°OªÌ","","2015¦~10¤ë14¤é","","±i¼wºa"
"R16","®|¤f","¦ó°êµØ","","¨k","°õ·~·|­p®v","¤½¥Á¤O¶q/·s¥ÁÄÒ","2015¦~10¤ë3¤é","","¦ó°êµØ"
"R16","®|¤f","§dÀA¶¯","","¨k","¨F¥Ð°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë7¤é","","§dÀA¶¯"
"R16","®|¤f","·¨°¶·~","","¨k","","","2015¦~10¤ë15¤é","","·¨°¶·~"
"R17","¥Ð¤ß","¼ï°ê¤s","","¨k","°ÏÄ³­û","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë5¤é","","¼ï°ê¤s"
"R18","»A¹Å","­³¼wÅï","","¨k","ªÀ°Ïµo®i¥D¥ô","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë2¤é","","­³¼wÅï"
"R18","»A¹Å","§õ¥@ÂE","","¨k","¦æ¬F¥D¥ô","·s¥Á¥D¦P·ù","2015¦~10¤ë2¤é","","§õ¥@ÂE"
"R18","»A¹Å","§õÀA©ú","","¨k","¨F¥Ð°ÏÄ³­û","","2015¦~10¤ë12¤é","","§õÀA©ú"
"R19","¤j³ò","¸³°·²ú","ªü²ú","¤k","¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë7¤é","","¸³°·²ú(ªü²ú)"
"R19","¤j³ò","±çÂí°a","","¨k","","¨F¥ÐªÀ°Ïºôµ¸","2015¦~10¤ë8¤é","","±çÂí°a"
"R20","ªQ¥Ð","¾H¥Ã©÷","","¨k","ª÷¿ÄÃÒ¨é±q·~­û","¤½¥Á¤O¶q/·s¥ÁÄÒ","2015¦~10¤ë2¤é","","¾H¥Ã©÷"
"R20","ªQ¥Ð","³Ò¶V¬w","","¨k","¤¤¾Ç¦Ñ®v","","2015¦~10¤ë6¤é","","³Ò¶V¬w"
"R20","ªQ¥Ð","¶À¾ÇÂ§","","¨k","¥þÂ¾ªÀ°Ï¥D¥ô","¨F¥ÐªÀ°Ïºôµ¸","2015¦~10¤ë9¤é","","¶À¾ÇÂ§"
"R21","ÁJ¥Ý","´^ªø½n","","¨k","","¥Á«ØÁp","2015¦~10¤ë7¤é","","´^ªø½n"
"R21","ÁJ¥Ý","ªô´¼°í","ªü°í","¨k","¨t²Î¤ÀªR­û","¤½¥ÁÄÒ","2015¦~10¤ë10¤é","","ªô´¼°í(ªü°í)"
"R21","ÁJ¥Ý","§õ·çÁø","","¤k","ªá©±ªF¥D","","2015¦~10¤ë13¤é","","§õ·çÁø"
"R22","¤õ¬´","Ãe·RÄõ","","¤k","ÃÄ¾¯®v","","2015¦~10¤ë5¤é","","Ãe·RÄõ"
"R22","¤õ¬´","³¯¤åÞk","","¨k","¶µ¥Ø·F¨Æ","¤½¥ÁÄÒ","2015¦~10¤ë10¤é","","³¯¤åÞk"
"R23","Â@°¨","¦ó°¶¼Ö","","¨k","¦a°Ï·F¨Æ","¦Û¥ÑÄÒ","2015¦~10¤ë2¤é","","¦ó°¶¼Ö"
"R23","Â@°¨","¿½Åã¯è","","¨k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë6¤é","","¿½Åã¯è"
"R23","Â@°¨","¾Gºa©v","","¨k","IT¸g²z","","2015¦~10¤ë15¤é","","¾Gºa©v"
"R24","¹|¦w","¸­ºa","","¨k","Ä³­û§U²z","¤uÄÒ","2015¦~10¤ë3¤é","","¸­ºa"
"R24","¹|¦w","¸¯¯\¦|","","¤k","¥ßªk·|Ä³­û/°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë7¤é","","¸¯¯\¦|"
"R25","ÀAÀÜ","·¨¤å<U+92ED>","","¨k","°ÏÄ³­û/¼Æ½X´CÅéµ¦²¤ÅU°Ý","¥Á«ØÁp","2015¦~10¤ë7¤é","","·¨¤å<U+92ED>"
"R25","ÀAÀÜ","³¯°ê±j","","¨k","¸³¨Æ","","2015¦~10¤ë14¤é","","³¯°ê±j"
"R26","°¨¾b¤s¥«¤¤¤ß","§õ¤lºa","","¨k","¤¤¾Ç±Ð®v","","2015¦~10¤ë3¤é","","§õ¤lºa"
"R26","°¨¾b¤s¥«¤¤¤ß","¤å§Ó°¶","","¨k","","¿W¥ß¥Á¥D¬£","2015¦~10¤ë15¤é","","¤å§Ó°¶"
"R27","§Q¦w","¦¿¨ô°¶","","¨k","´ú¶q","","2015¦~10¤ë5¤é","","¦¿¨ô°¶"
"R27","§Q¦w","Ã¹´Ð¸©","","¤k","¤¤¤ß¥D¥ô","¥Á«ØÁp","2015¦~10¤ë8¤é","","Ã¹´Ð¸©"
"R27","§Q¦w","³Á¼í°ö","³Á¥J","¨k","°ÏÄ³­û/µù¥UªÀ¤u","¥Á¥D°Ê¤O","2015¦~10¤ë13¤é","","³Á¼í°ö(³Á¥J)"
"R28","´IÀs","Ã¹¥ú±j","","¨k","¥þÂ¾°ÏÄ³­û","¤½¥Á¤O¶q/·s¥ÁÄÒ","2015¦~10¤ë6¤é","","Ã¹¥ú±j"
"R28","´IÀs","´¿¯ÀÄR","","¤k","Ä³­û§U²z","¥Á¥DÄÒ","2015¦~10¤ë7¤é","","´¿¯ÀÄR"
"R29","¯Q·Ë¨F","¿½¾_µM","","¨k","¤j«ß®v","¥Á«ØÁp","2015¦~10¤ë7¤é","","¿½¾_µM"
"R29","¯Q·Ë¨F","§õ¥Ã¦¨","","¨k","¥ßªk·|Ä³­û§U²z","¥Á¥DÄÒ","2015¦~10¤ë7¤é","","§õ¥Ã¦¨"
"R30","ÀA­^","§õÄ_©f","ÀN¤Ó","¤k","","","2015¦~10¤ë5¤é","","§õÄ_©f(ÀN¤Ó)"
"R30","ÀA­^","¤B¥K¤¸","¤B¥J","¨k","¥ßªk·|Ä³­û§U²z","¥Á¥DÄÒ","2015¦~10¤ë7¤é","","¤B¥K¤¸(¤B¥J)"
"R30","ÀA­^","Ã¹¥ü<U+51B2>","","¨k","¦Û¹µ: ¹q¸£ºû­×­û","","2015¦~10¤ë9¤é","","Ã¹¥ü<U+51B2>"
"R30","ÀA­^","´öÄ_¬Ã","","¤k","°ÏÄ³­û","","2015¦~10¤ë14¤é","","´öÄ_¬Ã"
"R31","Ä£¦w","§õ¥@ºa","","¨k","°ÏÄ³­û","¥Á«ØÁp/·sªÀÁp","2015¦~10¤ë10¤é","","§õ¥@ºa"
"R31","Ä£¦w","±iºÑÁø","","¤k","","","2015¦~10¤ë13¤é","","±iºÑÁø"
"R32","ùÚ¦w","ªL¼w°¶","","¨k","ªÀ°Ï¤u§@ªÌ","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë2¤é","","ªL¼w°¶"
"R32","ùÚ¦w","¾G«h¤å","","¨k","°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë7¤é","","¾G«h¤å"
"R33","¾b®õ","¶À®a³Ó","","¨k","¦a½LºÞ¤u","","2015¦~10¤ë5¤é","","¶À®a³Ó"
"R33","¾b®õ","©Û¤å«G","","¨k","°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë7¤é","","©Û¤å«G"
"R33","¾b®õ","´å¤ëµØ","","¤k","¤½¥q¸³¨Æ","¥Á¥DÄÒ","2015¦~10¤ë7¤é","","´å¤ëµØ"
"R34","¤j¤ô§|","±i¤l½å","","¨k","ªÀ°Ï·F¨Æ","¥Á«ØÁp","2015¦~10¤ë7¤é","","±i¤l½å"
"R34","¤j¤ô§|","®eÞH¦à","","¨k","°ÏÄ³­û","","2015¦~10¤ë13¤é","","®eÞH¦à"
"R35","´rªY","«À¹Å«T","","¨k","°ÏÄ³­û","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë2¤é","","«À¹Å«T"
"R36","ºÑ´ò","¯Î·R©ú","","¤k","Â¾­û","","2015¦~10¤ë3¤é","","¯Î·R©ú"
"R36","ºÑ´ò","¼B°¶­Û","","¨k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë6¤é","","¼B°¶­Û"
"R36","ºÑ´ò","<U+9EC4>¦Bªâ","","¤k","µù<U+518C>ªÀ¤u","¥Á«ØÁp","2015¦~10¤ë8¤é","","<U+9EC4>¦Bªâ"
"R37","¼s±d","§d´fÆF","","¤k","¤å®Ñ¥D¥ô","¤uÄÒ","2015¦~10¤ë3¤é","","§d´fÆF"
"R37","¼s±d","¤ýªê¥Í","","¨k","¶T©ö","¥Á«ØÁp","2015¦~10¤ë7¤é","","¤ýªê¥Í"
"R37","¼s±d","½²®¶¶W","","¨k","¦h´CÅé»s§@¤½¥q³Ð¿ì¤H","¿W¥ß¤H¤h","2015¦~10¤ë12¤é","","½²®¶¶W"
"R38","¼s·½","³¯±Ó®S","","¤k","¥þÂ¾°ÏÄ³­û","·s¥ÁÄÒ/¤½¥Á¤O¶q","2015¦~10¤ë2¤é","","³¯±Ó®S"
"R38","¼s·½","§º¤l©ú","","¨k","¥q¾÷/´Î²y±Ð½m","¤uÄÒ","2015¦~10¤ë3¤é","","§º¤l©ú"
"S01","¸ª¿³","±ç§Ó»¨","","¨k","ªÀ°Ï¤u§@ªÌ","¤uÁp·|","2015¦~10¤ë5¤é","","±ç§Ó»¨"
"S01","¸ª¿³","±ç§Ó¦¨","","¨k","¦C¨®¨®ªø","µó§{¤u¤ÍªA°È³B","2015¦~10¤ë13¤é","","±ç§Ó¦¨"
"S02","¸ª²±ªF<U+90A8>","§Å¨°¥V","","¤k","ªÀ°Ï¥D¥ô","¥Á«ØÁp","2015¦~10¤ë2¤é","","§Å¨°¥V"
"S02","¸ª²±ªF<U+90A8>","±ç¼s©÷","","¨k","¸f¼@¹Î¥«³õ±À¼s¸g²z","¿W¥ßµLÄÒ¬£","2015¦~10¤ë7¤é","","±ç¼s©÷"
"S02","¸ª²±ªF<U+90A8>","©P°¶¶¯","","¨k","°ÏÄ³­û","µó§{¤u¤ÍªA°È³B","2015¦~10¤ë13¤é","","©P°¶¶¯"
"S02","¸ª²±ªF<U+90A8>","³¯¥É¬Â","","¤k","ªÀ¹Î·F¨Æ","","2015¦~10¤ë14¤é","","³¯¥É¬Â"
"S03","¤W¤jºÛ¤f","³\¸R²»","","¨k","°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","³\¸R²»"
"S03","¤W¤jºÛ¤f","¼B®iÄP","","¨k","","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë5¤é","","¼B®iÄP"
"S04","¤U¤jºÛ¤f","¶À¬±Åv","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","¶À¬±Åv"
"S04","¤U¤jºÛ¤f","±i°¶¤å","","¨k","°ª¯Åºû­×§Þ¤u","¤uÁp·|","2015¦~10¤ë5¤é","","±i°¶¤å"
"S05","¸ª¯F<U+90A8>¥_","±ç±^»Ê","","¨k","·|­p®v/ªÀ°Ï¤u§@ªÌ","¥Á«ØÁp","2015¦~10¤ë8¤é","","±ç±^»Ê"
"S05","¸ª¯F<U+90A8>¥_","±çÀA«Â","","¨k","°ÏÄ³­û","µó§{¤u¤ÍªA°È³B","2015¦~10¤ë13¤é","","±çÀA«Â"
"S06","¸ª¯F<U+90A8>«n","§õ§»<U+5CEF>","","¨k","µù¥U±Ð®v","¥Á«ØÁp","2015¦~10¤ë8¤é","","§õ§»<U+5CEF>"
"S06","¸ª¯F<U+90A8>«n","¶À¼í¹F","","¨k","°ÏÄ³­û","µó§{¤u¤ÍªA°È³B","2015¦~10¤ë13¤é","","¶À¼í¹F"
"S07","¥Û½®","§õ¥@¶©","","¨k","ªÀ°Ï¥D¥ô","¥Á«ØÁp","2015¦~10¤ë2¤é","","§õ¥@¶©"
"S07","¥Û½®","¤¨¥ü°í","","¨k","°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë3¤é","","¤¨¥ü°í"
"S08","¦w½®","±ç¤l¿o","","¨k","¤¤¾Ç±Ð®v","­»´ä¤u·|Áp¦X·|¡]¤uÁp·|¡^","2015¦~10¤ë7¤é","","±ç¤l¿o"
"S08","¦w½®","±ç¥ÃÅv","","¨k","§ÓÄ@¾÷ºc¶µ¥Ø¥D¥ô","¥Á¥DÄÒ","2015¦~10¤ë13¤é","","±ç¥ÃÅv"
"S09","¥ÛÆX«n","§d®a¶W","","¨k","ªÀ°Ïµo®i¥D¥ô","·s¥ÁÄÒ","2015¦~10¤ë5¤é","","§d®a¶W"
"S09","¥ÛÆX«n","±ç°êµØ","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë9¤é","","±ç°êµØ"
"S10","¥ÛÆX¥_","±iêM´A","","¤k","ªÀ°Ï¥D¥ô","¥Á«ØÁp","2015¦~10¤ë2¤é","","±iêM´A"
"S10","¥ÛÆX¥_","ªL²Ð½÷","","¨k","¸ª«C°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë9¤é","","ªL²Ð½÷"
"S11","¤j¥Õ¥Ð","³¢ªÜ»T","","¤k","ªÀ°Ï¥D¥ô","¥Á«ØÁp","2015¦~10¤ë2¤é","","³¢ªÜ»T"
"S11","¤j¥Õ¥Ð","®}¥Í¶¯","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë13¤é","","®}¥Í¶¯"
"S12","¸ªªÚ","³¯¸UÁpÀ³","","¨k","µù¥UªÀ¤u","´ä¤E³Ò¤uªÀ¹ÎÁp·|","2015¦~10¤ë9¤é","","³¯¸UÁpÀ³"
"S12","¸ªªÚ","±çÄ£©¾","","¨k","¥þÂ¾Ä³­û","µó§{¤u¤ÍªA°È³B","2015¦~10¤ë13¤é","","±çÄ£©¾"
"S13","µØÄR","¶ÀÄ£Áo","","¨k","°ÏÄ³­û","­»´ä¸gÀÙ¥Á¥ÍÁp·ù","2015¦~10¤ë2¤é","","¶ÀÄ£Áo"
"S13","µØÄR","À¹¨K¬À","","¤k","°h¥ð","","2015¦~10¤ë2¤é","","À¹¨K¬À"
"S13","µØÄR","¨¿°ê°ò","","¨k","«e¡u¥qªk¾÷ºc¡vªk®x®Ñ°O","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë13¤é","","¨¿°ê°ò"
"S14","¯ïµØ","¦¶ÄR¬Â","","¤k","","¥Á«ØÁp","2015¦~10¤ë2¤é","","¦¶ÄR¬Â"
"S15","¯ª³ó","Àj»Ê±d","","¨k","§U²z²ÎÄw¥D¥ô","¥Á«ØÁp","2015¦~10¤ë2¤é","","Àj»Ê±d"
"S15","¯ª³ó","¿c¼zÄõ","","¤k","¥þÂ¾°ÏÄ³­û","*¸g¥ÁÁp","2015¦~10¤ë9¤é","","¿c¼zÄõ"
"S15","¯ª³ó","³¯¼w³¹","","¨k","ªÀ¥Á³s¯µ®Ñªø/ºÓ¤h¥Í","ªÀ·|¥Á¥D³s½u","2015¦~10¤ë15¤é","","³¯¼w³¹"
"S16","¿³ªÚ","§d¼Cª@","","¨k","¸ª«C°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","§d¼Cª@"
"S16","¿³ªÚ","±ç¹Å»Ê","","¤k","","¥Á«ØÁp","2015¦~10¤ë8¤é","","±ç¹Å»Ê"
"S17","¯ï´º","©P«³§Æ","","¨k","°ÏÄ³­û","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë9¤é","","©P«³§Æ"
"S18","¸ª²±¦è<U+90A8>","¼B¬üíi","","¤k","¥þÂ¾°ÏÄ³­û","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë7¤é","","¼B¬üíi"
"S18","¸ª²±¦è<U+90A8>","±çÀR¬À","","¤k","µù¥UªÀ¤u","µó§{¤u¤ÍªA°È³B","2015¦~10¤ë13¤é","","±çÀR¬À"
"S19","¦wø¯","ÃÓ´f¬Ã","","¤k","°ÏÄ³­û","¸g¥ÁÁp","2015¦~10¤ë5¤é","","ÃÓ´f¬Ã"
"S19","¦wø¯","¼B»FùÚ","","¨k","¥ßªk·|Ä³­û§U²z","¥Á¥DÄÒ","2015¦~10¤ë13¤é","","¼B»FùÚ"
"S20","°¶¬Õ","³Á¬ü®S","","¤k","¥þÂ¾Ä³­û","¤uÁp·|","2015¦~10¤ë5¤é","","³Á¬ü®S"
"S21","«C¦ç<U+90A8>","¾G¾å¬Â","","¤k","°õ¦æ¸³¨Æ","","2015¦~10¤ë7¤é","","¾G¾å¬Â"
"S21","«C¦ç<U+90A8>","³¯¯º¤å","","¨k","°ÏÄ³­û","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë12¤é","","³¯¯º¤å"
"S21","«C¦ç<U+90A8>","§E¥ß¦w","","¨k","¸g²z-¶é¹ÒªA°È","*µLÄÒ¬£­Ô¿ï¤H","2015¦~10¤ë13¤é","","§E¥ß¦w"
"S21","«C¦ç<U+90A8>","»¯­õ§±","","¤k","¥D¼½","¿W¥ßµLÄÒ¬£","2015¦~10¤ë15¤é","","»¯­õ§±"
"S22","»A©É","±i¼z´¹","","¤k","°ÏÄ³­û","","2015¦~10¤ë2¤é","","±i¼z´¹"
"S22","»A©É","¼ï¤p«Ì","","¤k","°ÏÄ³­û","","2015¦~10¤ë15¤é","","¼ï¤p«Ì"
"S23","ªø«C","§õ§Ó±j","","¨k","°ÏÄ³­û","*¸g¥ÁÁp","2015¦~10¤ë2¤é","","§õ§Ó±j"
"S23","ªø«C","¶À¥úªZ","","¨k","°ª¯ÅÀô«O¤j¨Ï","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","¶À¥úªZ"
"S24","ªø±d","®}¾åªN","","¨k","°ÏÄ³­û","·s¥ÁÄÒ","2015¦~10¤ë5¤é","","®}¾åªN"
"S25","²±±d","±ç°¶¤å","","¨k","","¥Á«ØÁp","2015¦~10¤ë3¤é","","±ç°¶¤å"
"S25","²±±d","³Åº¡ªÚ","","¨k","¾É®v","","2015¦~10¤ë15¤é","","³Åº¡ªÚ"
"S26","«C¦ç«n","¼ï§Ó¦¨","","¨k","°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë8¤é","","¼ï§Ó¦¨"
"S26","«C¦ç«n","¸­¯öºÓ","","¨k","¸ê°T¬ì§ÞÅU°Ý","«C¦~·s¬F","2015¦~10¤ë9¤é","","¸­¯öºÓ"
"S27","ªø¦ë","ªL¥ß§Ó","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","ªL¥ß§Ó"
"S27","ªø¦ë","®LÀs¶³","","¨k","","","2015¦~10¤ë2¤é","","®LÀs¶³"
"S27","ªø¦ë","¿c°û´@","","¤k","ªÀ°Ï¥D¥ô","¥Á«ØÁp","2015¦~10¤ë8¤é","","¿c°û´@"
"S27","ªø¦ë","¹p¥i¬È","","¨k","¨®¦æÅU°Ý","¿W¥ß","2015¦~10¤ë14¤é","","¹p¥i¬È"
"S28","«Cµo","§õº~´Ë","","¨k","ºô¯¸¶}µo­û","«Cµo¥Í¬¡Ãöª`²Õ","2015¦~10¤ë2¤é","","§õº~´Ë"
"S28","«Cµo","ªL»A¬Â","","¤k","®Õªø","¿W¥ß¤H¤h","2015¦~10¤ë8¤é","","ªL»A¬Â"
"S28","«Cµo","¼B¤l³Ç","","¨k","¥ßªk·|Ä³­û§U²z","¥Á¥DÄÒ","2015¦~10¤ë12¤é","","¼B¤l³Ç"
"S28","«Cµo","¶À°·®Ô","","¨k","©ñ®g®v","","2015¦~10¤ë14¤é","","¶À°·®Ô"
"S29","ªø¦w","Ã¹Äv¦¨","","¨k","","¥Á«ØÁp","2015¦~10¤ë2¤é","","Ã¹Äv¦¨"
"S29","ªø¦w","¦ó§Ó°¶","","¨k","¤¤¾Ç±Ð®v","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","¦ó§Ó°¶"
"S29","ªø¦w","¶À«T³Ç","","¨k","²z°]ÅU°Ý","«C¦~·s¬F","2015¦~10¤ë13¤é","","¶À«T³Ç"
"T01","¤jÀ¬¤s","§Eº~©[","","¨k","*¤½¥q¦æ¬F¤H­û","","2015¦~10¤ë5¤é","","§Eº~©["
"T01","¤jÀ¬¤s","°K¥ÉµØ","","¨k","°Ó¤H","","2015¦~10¤ë12¤é","","°K¥ÉµØ"
"T01","¤jÀ¬¤s","¼B·q¹ü","","¨k","¦Û¹µ¤H¤h","","2015¦~10¤ë14¤é","","¼B·q¹ü"
"T01","¤jÀ¬¤s","ÃÓ¨q®Z","","¤k","ªÀ°Ï·F¨Æ","","2015¦~10¤ë15¤é","","ÃÓ¨q®Z"
"T02","¶hªF<U+90A8>¥_","¾H®a³C","","¨k","¥þÂ¾Ä³­û","¤uÁp·|","2015¦~10¤ë7¤é","","¾H®a³C"
"T02","¶hªF<U+90A8>¥_","±çº~«Â","","¨k","ºtÃÀ¤u§@ªÌ","","2015¦~10¤ë15¤é","","±çº~«Â"
"T03","¶hªF<U+90A8>«n","¦Ñ¼s¦¨","","¨k","*°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","¦Ñ¼s¦¨"
"T03","¶hªF<U+90A8>«n","³¢¥­","","¨k","ªÀ°Ï¥D¥ô","¥Á¥DÄÒ","2015¦~10¤ë5¤é","","³¢¥­"
"T04","ªF¯F¥_","§E«Tµ¾","","¨k","¤j«ß®v","¤½¥ÁÄÒ","2015¦~10¤ë2¤é","","§E«Tµ¾"
"T04","ªF¯F¥_","³Å¾åµY","","¤k","·|­p®v","·s¥ÁÄÒ","2015¦~10¤ë5¤é","","³Å¾åµY"
"T05","ªF¯F«n","©P¯E¹©","","¨k","«ß®v","¥Á«ØÁp","2015¦~10¤ë2¤é","","©P¯E¹©"
"T05","ªF¯F«n","¤ý¶i¬v","","¨k","ªÀ°Ïµo®i¥D¥ô","","2015¦~10¤ë9¤é","","¤ý¶i¬v"
"T06","´r´ºÆW","»¯¼w«Â","","¨k","¨p¤H§ë¸êªÌ","","2015¦~10¤ë2¤é","","»¯¼w«Â"
"T06","´r´ºÆW","®eµú¹ß","","¤k","°õ·~·|­p®v","¤½¥ÁÄÒ","2015¦~10¤ë12¤é","","®eµú¹ß"
"T06","´r´ºÆW","­J¤l¨}","","¨k","µ{¦¡¶}µo","","2015¦~10¤ë15¤é","","­J¤l¨}"
"T07","©W¬w¤Î³ßÆF¬w","´¿¨q¦n","","¤k","ª«·~ºÞ²z¤½¥q«O¦wÅU°Ý","","2015¦~10¤ë12¤é","","´¿¨q¦n"
"T08","«n¤X¤Î»Z¥x","§EÄRªâ","","¤k","¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë7¤é","","§EÄRªâ"
"T08","«n¤X¤Î»Z¥x","GOHEL Rajen Indulal","","¨k","","","2015¦~10¤ë12¤é","","GOHEL RAJEN INDULAL"
"T08","«n¤X¤Î»Z¥x","¾G§ÓµØ","","¨k","¤uµ{¸g²z","","2015¦~10¤ë14¤é","","¾G§ÓµØ"
"T09","ªø¬w«n","ñK©xÃ­","","¨k","¤½¥q¸³¨Æ","¸g¥ÁÁp","2015¦~10¤ë5¤é","","ñK©xÃ­"
"T09","ªø¬w«n","±ç°ê»¨","","¨k","","","2015¦~10¤ë14¤é","","±ç°ê»¨"
"T09","ªø¬w«n","ªL¼äÁn","","¨k","¤½¥q¸³¨Æ","","2015¦~10¤ë14¤é","","ªL¼äÁn"
"T10","ªø¬w¥_","§õ®Û¬Ã","","¤k","","¥Á«ØÁp","2015¦~10¤ë2¤é","","§õ®Û¬Ã"
"T10","ªø¬w¥_","ñK´f®S","","¤k","","","2015¦~10¤ë13¤é","","ñK´f®S"
