"ConstituencyCode","Constituency","CandidateCode","CandidateAlias","Votes","Uncontested","elected","VotesN","Year","Key","Candidate"
"E07","FU PAK","1","YU TAK PO","2,859*",FALSE,TRUE,2859,2015,"E07_1","YU TAK PO"
"E07","FU PAK","2","LAW SIU HUNG PAUL","1,924",FALSE,FALSE,1924,2015,"E07_2","LAW SIU HUNG PAUL"
"E08","OLYMPIC","1","KO HIU WING(PATRICK)","1,414",FALSE,FALSE,1414,2015,"E08_1","KO HIU WING"
"E08","OLYMPIC","2","TO KUN SUN JAMES","1,531*",FALSE,TRUE,1531,2015,"E08_2","TO KUN SUN JAMES"
"E09","CHERRY","1","LAM HO YEUNG","858",FALSE,FALSE,858,2015,"E09_1","LAM HO YEUNG"
"E09","CHERRY","2","CHUNG CHAK FAI","1,611*",FALSE,TRUE,1611,2015,"E09_2","CHUNG CHAK FAI"
"E09","CHERRY","3","NAKADE HITSUJIKO","172",FALSE,FALSE,172,2015,"E09_3","NAKADE HITSUJIKO"
"E10","TAI KOK TSUI SOUTH","1","LAI YIU CHUN","1,362",FALSE,FALSE,1362,2015,"E10_1","LAI YIU CHUN"
"E10","TAI KOK TSUI SOUTH","2","CHOI SIU FUNG BENJAMIN","1,608*",FALSE,TRUE,1608,2015,"E10_2","CHOI SIU FUNG BENJAMIN"
"E11","TAI KOK TSUI NORTH","1","WONG KA YING","1,363",FALSE,FALSE,1363,2015,"E11_1","WONG KA YING"
"E11","TAI KOK TSUI NORTH","2","LAU PAK KEI","2,633*",FALSE,TRUE,2633,2015,"E11_2","LAU PAK KEI"
"E12","TAI NAN","1","CHIU YUK KWONG","606",FALSE,FALSE,606,2015,"E12_1","CHIU YUK KWONG"
"E12","TAI NAN","2","FUNG JOSHUA MAN TAO","962",FALSE,FALSE,962,2015,"E12_2","FUNG JOSHUA MAN TAO"
"E12","TAI NAN","3","CHONG WING CHARN FRANCIS","1,424*",FALSE,TRUE,1424,2015,"E12_3","CHONG WING CHARN FRANCIS"
"E13","MONG KOK NORTH","1","WONG SHU MING","1,712*",FALSE,TRUE,1712,2015,"E13_1","WONG SHU MING"
"E13","MONG KOK NORTH","2","WONG KA CHUN","869",FALSE,FALSE,869,2015,"E13_2","WONG KA CHUN"
"E14","MONG KOK EAST","1","TSE JEFFERSON KELLER","112",FALSE,FALSE,112,2015,"E14_1","TSE JEFFERSON KELLER"
"E14","MONG KOK EAST","2","WONG KIN SAN","1,442*",FALSE,TRUE,1442,2015,"E14_2","WONG KIN SAN"
"E14","MONG KOK EAST","3","LAU CHUN YIP","1,172",FALSE,FALSE,1172,2015,"E14_3","LAU CHUN YIP"
"E15","MONG KOK SOUTH","*","CHOW CHUN FAI","Uncontested",TRUE,TRUE,0,2015,"E15_*","CHOW CHUN FAI"
"E16","YAU MA TEI NORTH","1","MAN YUN WA","689",FALSE,FALSE,689,2015,"E16_1","MAN YUN WA"
"E16","YAU MA TEI NORTH","2","LAM KIN MAN","1,682*",FALSE,TRUE,1682,2015,"E16_2","LAM KIN MAN"
"E17","EAST TSIM SHA TSUI & KING'S PARK","1","CHAN MAN YU HENRY","681",FALSE,FALSE,681,2015,"E17_1","CHAN MAN YU HENRY"
"E17","EAST TSIM SHA TSUI & KING'S PARK","2","TANG MING SUM MICHELLE","852*",FALSE,TRUE,852,2015,"E17_2","TANG MING SUM MICHELLE"
"E18","TSIM SHA TSUI CENTRAL","1","LIU SIU FAI","486",FALSE,FALSE,486,2015,"E18_1","LIU SIU FAI"
"E18","TSIM SHA TSUI CENTRAL","2","KWAN SAU LING","1,099*",FALSE,TRUE,1099,2015,"E18_2","KWAN SAU LING"
"E19","JORDAN NORTH","1","JO CHUN WAH(CRAIG)","941*",FALSE,TRUE,941,2015,"E19_1","JO CHUN WAH"
"E19","JORDAN NORTH","2","CHICK CHI LEUNG","386",FALSE,FALSE,386,2015,"E19_2","CHICK CHI LEUNG"
"F01","PO LAI","1","TSE HIU HUNG","1,664",FALSE,FALSE,1664,2015,"F01_1","TSE HIU HUNG"
"F01","PO LAI","2","LEUNG YAU FONG","1,929*",FALSE,TRUE,1929,2015,"F01_2","LEUNG YAU FONG"
"F02","CHEUNG SHA WAN","1","LAM KA FAI AARON","1,491*",FALSE,TRUE,1491,2015,"F02_1","LAM KA FAI AARON"
"F02","CHEUNG SHA WAN","2","LAM SHUI HUM","246",FALSE,FALSE,246,2015,"F02_2","LAM SHUI HUM"
"F02","CHEUNG SHA WAN","3","LEE MAN HO LEOS","1,307",FALSE,FALSE,1307,2015,"F02_3","LEE MAN HO LEOS"
"F03","NAM CHEONG NORTH","1","CHENG WING SHUN VINCENT","1,461*",FALSE,TRUE,1461,2015,"F03_1","CHENG WING SHUN VINCENT"
"F03","NAM CHEONG NORTH","2","CHAN WING FAI JORDAN","796",FALSE,FALSE,796,2015,"F03_2","CHAN WING FAI JORDAN"
"F04","SHEK KIP MEI","1","CHAN KWOK WAI","2,847*",FALSE,TRUE,2847,2015,"F04_1","CHAN KWOK WAI"
"F04","SHEK KIP MEI","2","TSUNG PO SHAN","2,088",FALSE,FALSE,2088,2015,"F04_2","TSUNG PO SHAN"
"F05","NAM CHEONG EAST","1","HO KAI MING KALVIN","1,727*",FALSE,TRUE,1727,2015,"F05_1","HO KAI MING KALVIN"
"F05","NAM CHEONG EAST","2","MIU HOI MING","1,287",FALSE,FALSE,1287,2015,"F05_2","MIU HOI MING"
"F06","NAM CHEONG SOUTH","1","LAM WAI TONG","786",FALSE,FALSE,786,2015,"F06_1","LAM WAI TONG"
"F06","NAM CHEONG SOUTH","2","LEE WING MAN","1,544*",FALSE,TRUE,1544,2015,"F06_2","LEE WING MAN"
"F07","NAM CHEONG CENTRAL","1","LAU PUI YUK","1,284*",FALSE,TRUE,1284,2015,"F07_1","LAU PUI YUK"
"F07","NAM CHEONG CENTRAL","2","MAK WAI MING","538",FALSE,FALSE,538,2015,"F07_2","MAK WAI MING"
"F08","NAM CHEONG WEST","1","HEUNG MING HAU","1,217",FALSE,FALSE,1217,2015,"F08_1","HEUNG MING HAU"
"F08","NAM CHEONG WEST","2","WAI WOON NAM","1,873*",FALSE,TRUE,1873,2015,"F08_2","WAI WOON NAM"
"F09","FU CHEONG","1","LI KWING","2,130",FALSE,FALSE,2130,2015,"F09_1","LI KWING"
"F09","FU CHEONG","2","LEUNG MAN KWONG","2,973*",FALSE,TRUE,2973,2015,"F09_2","LEUNG MAN KWONG"
"F10","LAI KOK","1","CHAN WING YAN","2,531*",FALSE,TRUE,2531,2015,"F10_1","CHAN WING YAN"
"F10","LAI KOK","2","WONG CHUNG KI ERIC","215",FALSE,FALSE,215,2015,"F10_2","WONG CHUNG KI ERIC"
"F10","LAI KOK","3","FUNG KIN KEE FREDERICK","2,432",FALSE,FALSE,2432,2015,"F10_3","FUNG KIN KEE FREDERICK"
"F11","FORTUNE","1","CHEUNG TAK WAI","1,898",FALSE,FALSE,1898,2015,"F11_1","CHEUNG TAK WAI"
"F11","FORTUNE","2","CHOW WING HENG(ZOE)","2,137*",FALSE,TRUE,2137,2015,"F11_2","CHOW WING HENG"
"F12","LAI CHI KOK SOUTH","1","YEUNG YUK","3,477*",FALSE,TRUE,3477,2015,"F12_1","YEUNG YUK"
"F12","LAI CHI KOK SOUTH","2","TAN WIE HON DERRICK","1,191",FALSE,FALSE,1191,2015,"F12_2","TAN WIE HON DERRICK"
"F12","LAI CHI KOK SOUTH","3","MUI YU","94",FALSE,FALSE,94,2015,"F12_3","MUI YU"
"F13","MEI FOO SOUTH","1","TZENG LI WEN JUDY","179",FALSE,FALSE,179,2015,"F13_1","TZENG LI WEN JUDY"
"F13","MEI FOO SOUTH","2","WONG TAK CHUEN JOE","2,193",FALSE,FALSE,2193,2015,"F13_2","WONG TAK CHUEN JOE"
"F13","MEI FOO SOUTH","3","WONG TAT TUNG","2,421*",FALSE,TRUE,2421,2015,"F13_3","WONG TAT TUNG"
"F14","MEI FOO CENTRAL","1","NG YUET LAN","1,803*",FALSE,TRUE,1803,2015,"F14_1","NG YUET LAN"
"F14","MEI FOO CENTRAL","2","SHUM SIU HUNG","1,675",FALSE,FALSE,1675,2015,"F14_2","SHUM SIU HUNG"
"F14","MEI FOO CENTRAL","3","CHAN CHUNG KONG STEPHEN","241",FALSE,FALSE,241,2015,"F14_3","CHAN CHUNG KONG STEPHEN"
"F15","MEI FOO NORTH","1","CHEUNG WING SUM AMBROSE","2,636*",FALSE,TRUE,2636,2015,"F15_1","CHEUNG WING SUM AMBROSE"
"F15","MEI FOO NORTH","2","LI CHUN HEI JOSHUA","1,816",FALSE,FALSE,1816,2015,"F15_2","LI CHUN HEI JOSHUA"
"F16","LAI CHI KOK CENTRAL","1","LI KI FUNG BRUCE(BRUCE)","2,229",FALSE,FALSE,2229,2015,"F16_1","LI KI FUNG BRUCE"
"F16","LAI CHI KOK CENTRAL","2","YUEN HOI MAN(RAMON)","2,353*",FALSE,TRUE,2353,2015,"F16_2","YUEN HOI MAN"
"F17","LAI CHI KOK NORTH","1","CHUM TAK SHING","1,173*",FALSE,TRUE,1173,2015,"F17_1","CHUM TAK SHING"
"F17","LAI CHI KOK NORTH","2","WU SAI CHUEN","64",FALSE,FALSE,64,2015,"F17_2","WU SAI CHUEN"
"F17","LAI CHI KOK NORTH","3","WONG KING(DR.KING)","877",FALSE,FALSE,877,2015,"F17_3","WONG KING"
"F18","UN CHAU & SO UK","1","CHAN WAI MING","3,491*",FALSE,TRUE,3491,2015,"F18_1","CHAN WAI MING"
"F18","UN CHAU & SO UK","2","FONG CHI LUNG","1,160",FALSE,FALSE,1160,2015,"F18_2","FONG CHI LUNG"
"F19","LEI CHENG UK","1","KONG KWAI SANG","2,335*",FALSE,TRUE,2335,2015,"F19_1","KONG KWAI SANG"
"F19","LEI CHENG UK","2","CHAN KENG CHAU","2,124",FALSE,FALSE,2124,2015,"F19_2","CHAN KENG CHAU"
"F20","HA PAK TIN","1","YAN KAI WING","2,320*",FALSE,TRUE,2320,2015,"F20_1","YAN KAI WING"
"F20","HA PAK TIN","2","TANG MEI CHING(SALLY)","1,152",FALSE,FALSE,1152,2015,"F20_2","TANG MEI CHING"
"F21","YAU YAT TSUEN","1","CHAU DICKSON KA FAAT","982",FALSE,FALSE,982,2015,"F21_1","CHAU DICKSON KA FAAT"
"F21","YAU YAT TSUEN","2","LEE TSZ KING DOMINIC(DOMINIC)","2,277*",FALSE,TRUE,2277,2015,"F21_2","LEE TSZ KING DOMINIC"
"F22","NAM SHAN, TAI HANG TUNG & TAI HANG SAI","1","WAI HOI YING","1,991",FALSE,FALSE,1991,2015,"F22_1","WAI HOI YING"
"F22","NAM SHAN, TAI HANG TUNG & TAI HANG SAI","2","TAM KWOK KIU","2,563*",FALSE,TRUE,2563,2015,"F22_2","TAM KWOK KIU"
"F22","NAM SHAN, TAI HANG TUNG & TAI HANG SAI","3","FOO WAI LOK","54",FALSE,FALSE,54,2015,"F22_3","FOO WAI LOK"
"F23","LUNG PING & SHEUNG PAK TIN","1","CHENG CHI HONG","161",FALSE,FALSE,161,2015,"F23_1","CHENG CHI HONG"
"F23","LUNG PING & SHEUNG PAK TIN","2","LAM WAI MAN RAYMOND","1,678",FALSE,FALSE,1678,2015,"F23_2","LAM WAI MAN RAYMOND"
"F23","LUNG PING & SHEUNG PAK TIN","3","NG MEI CARMAN","2,454*",FALSE,TRUE,2454,2015,"F23_3","NG MEI CARMAN"
"G01","MA TAU WAI","1","SIU TIN HUNG(TERENCE)","2,670*",FALSE,TRUE,2670,2015,"G01_1","SIU TIN HUNG"
"G01","MA TAU WAI","2","MOK KA HAN ROSANDA","2,625",FALSE,FALSE,2625,2015,"G01_2","MOK KA HAN ROSANDA"
"G02","MA HANG CHUNG","1","WONG YUN CHEONG","1,618",FALSE,FALSE,1618,2015,"G02_1","WONG YUN CHEONG"
"G02","MA HANG CHUNG","2","LAU SHU YIN","148",FALSE,FALSE,148,2015,"G02_2","LAU SHU YIN"
"G02","MA HANG CHUNG","3","LAI KWONG WAI","1,663*",FALSE,TRUE,1663,2015,"G02_3","LAI KWONG WAI"
"G03","MA TAU KOK","1","KWAN HO YEUNG","1,790*",FALSE,TRUE,1790,2015,"G03_1","KWAN HO YEUNG"
"G03","MA TAU KOK","2","AU WING HO","768",FALSE,FALSE,768,2015,"G03_2","AU WING HO"
"G04","LOK MAN","1","YANG WING KIT","2,310*",FALSE,TRUE,2310,2015,"G04_1","YANG WING KIT"
"G04","LOK MAN","2","PONG YAT MING","1,561",FALSE,FALSE,1561,2015,"G04_2","PONG YAT MING"
"G05","SHEUNG LOK","1","CHAN KA LING JUDY","209",FALSE,FALSE,209,2015,"G05_1","CHAN KA LING JUDY"
"G05","SHEUNG LOK","2","LUK KING KWONG","2,776*",FALSE,TRUE,2776,2015,"G05_2","LUK KING KWONG"
"G05","SHEUNG LOK","3","WONG WING KIT","2,332",FALSE,FALSE,2332,2015,"G05_3","WONG WING KIT"
"G06","HO MAN TIN","1","CHENG LEE MING","2,376*",FALSE,TRUE,2376,2015,"G06_1","CHENG LEE MING"
"G06","HO MAN TIN","2","CHAN LAI KWAN","1,852",FALSE,FALSE,1852,2015,"G06_2","CHAN LAI KWAN"
"G07","KADOORIE","1","WONG CHI","1,333",FALSE,FALSE,1333,2015,"G07_1","WONG CHI"
"G07","KADOORIE","2","LAU HOK WAI","92",FALSE,FALSE,92,2015,"G07_2","LAU HOK WAI"
"G07","KADOORIE","3","SIU LEONG SING","2,378*",FALSE,TRUE,2378,2015,"G07_3","SIU LEONG SING"
"G08","PRINCE","*","TING KIN WA","Uncontested",TRUE,TRUE,0,2015,"G08_*","TING KIN WA"
"G09","KOWLOON TONG","*","HO HIN MING","Uncontested",TRUE,TRUE,0,2015,"G09_*","HO HIN MING"
"G10","LUNG SHING","1","WONG MAN SING","395",FALSE,FALSE,395,2015,"G10_1","WONG MAN SING"
"G10","LUNG SHING","2","NG PO KEUNG","2,021*",FALSE,TRUE,2021,2015,"G10_2","NG PO KEUNG"
"G11","SUNG WONG TOI","1","YEUNG CHUN YU","2,015*",FALSE,TRUE,2015,2015,"G11_1","YEUNG CHUN YU"
"G11","SUNG WONG TOI","2","IP CHI WAI ALEXANDER","502",FALSE,FALSE,502,2015,"G11_2","IP CHI WAI ALEXANDER"
"G11","SUNG WONG TOI","3","CHENG CHUN WAH GARY","694",FALSE,FALSE,694,2015,"G11_3","CHENG CHUN WAH GARY"
"G12","KAI TAK NORTH","1","LEUNG YUEN TING","2,610*",FALSE,TRUE,2610,2015,"G12_1","LEUNG YUEN TING"
"G12","KAI TAK NORTH","2","LAM HEI TING MIRANDA","73",FALSE,FALSE,73,2015,"G12_2","LAM HEI TING MIRANDA"
"G12","KAI TAK NORTH","3","CHAN PO YUK","16",FALSE,FALSE,16,2015,"G12_3","CHAN PO YUK"
"G12","KAI TAK NORTH","4","LI TING FUNG","932",FALSE,FALSE,932,2015,"G12_4","LI TING FUNG"
"G13","KAI TAK SOUTH","1","HE HUAHAN","2,199*",FALSE,TRUE,2199,2015,"G13_1","HE HUAHAN"
"G13","KAI TAK SOUTH","2","SO YEE MAN","763",FALSE,FALSE,763,2015,"G13_2","SO YEE MAN"
"G14","HOI SHAM","1","PUN KWOK WAH","2,478*",FALSE,TRUE,2478,2015,"G14_1","PUN KWOK WAH"
"G14","HOI SHAM","2","LEE KA WAI","654",FALSE,FALSE,654,2015,"G14_2","LEE KA WAI"
"G15","TO KWA WAN NORTH","1","SHUM TAI FUNG","204",FALSE,FALSE,204,2015,"G15_1","SHUM TAI FUNG"
"G15","TO KWA WAN NORTH","2","LAM YI LAI","177",FALSE,FALSE,177,2015,"G15_2","LAM YI LAI"
"G15","TO KWA WAN NORTH","3","LEE WAI KING STARRY","1,544*",FALSE,TRUE,1544,2015,"G15_3","LEE WAI KING STARRY"
"G16","TO KWA WAN SOUTH","1","LAM POK","1,719*",FALSE,TRUE,1719,2015,"G16_1","LAM POK"
"G16","TO KWA WAN SOUTH","2","CHONG LAI LING","1,020",FALSE,FALSE,1020,2015,"G16_2","CHONG LAI LING"
"G17","HOK YUEN LAGUNA VERDE","1","YEUNG KE CHEONG","950",FALSE,FALSE,950,2015,"G17_1","YEUNG KE CHEONG"
"G17","HOK YUEN LAGUNA VERDE","2","YUE CHEE WING ADMOND","1,607*",FALSE,TRUE,1607,2015,"G17_2","YUE CHEE WING ADMOND"
"G17","HOK YUEN LAGUNA VERDE","3","SIU YUEN SHEUNG","1,139",FALSE,FALSE,1139,2015,"G17_3","SIU YUEN SHEUNG"
"G18","WHAMPOA EAST","1","LAW SHEK MING","596",FALSE,FALSE,596,2015,"G18_1","LAW SHEK MING"
"G18","WHAMPOA EAST","2","LEUNG MEI FUN","2,345*",FALSE,TRUE,2345,2015,"G18_2","LEUNG MEI FUN"
"G18","WHAMPOA EAST","3","YAU WAI CHING","2,041",FALSE,FALSE,2041,2015,"G18_3","YAU WAI CHING"
"G19","WHAMPOA WEST","1","KWONG PO YIN","2,114*",FALSE,TRUE,2114,2015,"G19_1","KWONG PO YIN"
"G19","WHAMPOA WEST","2","LAU WAI WING","2,075",FALSE,FALSE,2075,2015,"G19_2","LAU WAI WING"
"G20","HUNG HOM BAY","1","LI CALVIN KAM CHEONG","47",FALSE,FALSE,47,2015,"G20_1","LI CALVIN KAM CHEONG"
"G20","HUNG HOM BAY","2","FUNG KING MAN VIRGINIA","162",FALSE,FALSE,162,2015,"G20_2","FUNG KING MAN VIRGINIA"
"G20","HUNG HOM BAY","3","CHIU SHI SHUN","1,740",FALSE,FALSE,1740,2015,"G20_3","CHIU SHI SHUN"
"G20","HUNG HOM BAY","4","CHEUNG YAN HONG","1,811*",FALSE,TRUE,1811,2015,"G20_4","CHEUNG YAN HONG"
"G21","HUNG HOM","1","YUM KWOK TUNG PIUS","1,173",FALSE,FALSE,1173,2015,"G21_1","YUM KWOK TUNG PIUS"
"G21","HUNG HOM","2","LAM TAK SHING","1,544*",FALSE,TRUE,1544,2015,"G21_2","LAM TAK SHING"
"G21","HUNG HOM","3","WONG CHI KEUNG","31",FALSE,FALSE,31,2015,"G21_3","WONG CHI KEUNG"
"G22","KA WAI","*","LO CHIU KIT","Uncontested",TRUE,TRUE,0,2015,"G22_*","LO CHIU KIT"
"G23","OI MAN","1","NG FAN KAM","2,806*",FALSE,TRUE,2806,2015,"G23_1","NG FAN KAM"
"G23","OI MAN","2","MA HEI PANG","1,547",FALSE,FALSE,1547,2015,"G23_2","MA HEI PANG"
"G24","OI CHUN","1","CHO WUI HUNG","2,772*",FALSE,TRUE,2772,2015,"G24_1","CHO WUI HUNG"
"G24","OI CHUN","2","CHAN YAU CHEONG","1,842",FALSE,FALSE,1842,2015,"G24_2","CHAN YAU CHEONG"
"H01","LUNG TSUI","1","YEUNG MAN SEK EDMOND(BONBON)","241",FALSE,FALSE,241,2015,"H01_1","YEUNG MAN SEK EDMOND"
"H01","LUNG TSUI","2","TSANG CHEUK KUEN JACKAL","715",FALSE,FALSE,715,2015,"H01_2","TSANG CHEUK KUEN JACKAL"
"H01","LUNG TSUI","3","LEE TUNG KONG","2,191*",FALSE,TRUE,2191,2015,"H01_3","LEE TUNG KONG"
"H02","LUNG HA","1","LEE YIM HUNG","1,446",FALSE,FALSE,1446,2015,"H02_1","LEE YIM HUNG"
"H02","LUNG HA","2","KWOK SAU YING","2,552*",FALSE,TRUE,2552,2015,"H02_2","KWOK SAU YING"
"H03","LUNG SHEUNG","1","LAM MAN FAI","2,798*",FALSE,TRUE,2798,2015,"H03_1","LAM MAN FAI"
"H03","LUNG SHEUNG","2","LAM WAI KEI(RICKY)","1,478",FALSE,FALSE,1478,2015,"H03_2","LAM WAI KEI"
"H03","LUNG SHEUNG","3","CHOW LAI CHEONG","204",FALSE,FALSE,204,2015,"H03_3","CHOW LAI CHEONG"
"H04","FUNG WONG","1","WONG KAM CHIU","1,422",FALSE,FALSE,1422,2015,"H04_1","WONG KAM CHIU"
"H04","FUNG WONG","2","CHAN YIM KWONG JOE","1,675*",FALSE,TRUE,1675,2015,"H04_2","CHAN YIM KWONG JOE"
"H05","FUNG TAK","1","KAN CHI HO","2,766*",FALSE,TRUE,2766,2015,"H05_1","KAN CHI HO"
"H05","FUNG TAK","2","WONG KWOK KEUNG","2,168",FALSE,FALSE,2168,2015,"H05_2","WONG KWOK KEUNG"
"H06","LUNG SING","1","NGOK KING FUN","297",FALSE,FALSE,297,2015,"H06_1","NGOK KING FUN"
"H06","LUNG SING","2","HO WAI KUEN","111",FALSE,FALSE,111,2015,"H06_2","HO WAI KUEN"
"H06","LUNG SING","3","LAM JOSEPH CHOK","2,640",FALSE,FALSE,2640,2015,"H06_3","LAM JOSEPH CHOK"
"H06","LUNG SING","4","TAM HEUNG MAN","2,974*",FALSE,TRUE,2974,2015,"H06_4","TAM HEUNG MAN"
"H07","SAN PO KONG","1","LUI KAI LIN WENDY","3,026*",FALSE,TRUE,3026,2015,"H07_1","LUI KAI LIN WENDY"
"H07","SAN PO KONG","2","WAT KI ON","1,284",FALSE,FALSE,1284,2015,"H07_2","WAT KI ON"
"H08","TUNG TAU","1","CHEUNG PAK HANG","1,448",FALSE,FALSE,1448,2015,"H08_1","CHEUNG PAK HANG"
"H08","TUNG TAU","2","LI TAK HONG","2,710*",FALSE,TRUE,2710,2015,"H08_2","LI TAK HONG"
"H09","TUNG MEI","1","SZE TAK LOY","2,894*",FALSE,TRUE,2894,2015,"H09_1","SZE TAK LOY"
"H09","TUNG MEI","2","WONG KWOK YAN","1,597",FALSE,FALSE,1597,2015,"H09_2","WONG KWOK YAN"
"H10","LOK FU","1","YUEN YUET HING","981",FALSE,FALSE,981,2015,"H10_1","YUEN YUET HING"
"H10","LOK FU","2","CHAN WAI KWAN ANDIE","2,232*",FALSE,TRUE,2232,2015,"H10_2","CHAN WAI KWAN ANDIE"
"H11","WANG TAU HOM","*","LAI WING HO JOE","Uncontested",TRUE,TRUE,0,2015,"H11_*","LAI WING HO JOE"
"H12","TIN KEUNG","1","LEE HO YIN RAYMOND","2,207",FALSE,FALSE,2207,2015,"H12_1","LEE HO YIN RAYMOND"
"H12","TIN KEUNG","2","CHAN ON TAI","2,772*",FALSE,TRUE,2772,2015,"H12_2","CHAN ON TAI"
"H13","TSUI CHUK & PANG CHING","1","SO SIK KIN","1,878",FALSE,FALSE,1878,2015,"H13_1","SO SIK KIN"
"H13","TSUI CHUK & PANG CHING","2","CHAN YING LEONARD","2,967*",FALSE,TRUE,2967,2015,"H13_2","CHAN YING LEONARD"
"H13","TSUI CHUK & PANG CHING","3","LEE KA HING","815",FALSE,FALSE,815,2015,"H13_3","LEE KA HING"
"H14","CHUK YUEN SOUTH","1","HUI KAM SHING","3,056*",FALSE,TRUE,3056,2015,"H14_1","HUI KAM SHING"
"H14","CHUK YUEN SOUTH","2","CHAN CHAK SUM","1,107",FALSE,FALSE,1107,2015,"H14_2","CHAN CHAK SUM"
"H15","CHUK YUEN NORTH","1","CHAN KIT BING(ICE)","1,206",FALSE,FALSE,1206,2015,"H15_1","CHAN KIT BING"
"H15","CHUK YUEN NORTH","2","TING CHI WAI ROY","2,799*",FALSE,TRUE,2799,2015,"H15_2","TING CHI WAI ROY"
"H16","TSZ WAN WEST","1","LEUNG YAU KING","362",FALSE,FALSE,362,2015,"H16_1","LEUNG YAU KING"
"H16","TSZ WAN WEST","2","YUNG SING KWONG","2,405",FALSE,FALSE,2405,2015,"H16_2","YUNG SING KWONG"
"H16","TSZ WAN WEST","3","YUEN KWOK KEUNG","3,285*",FALSE,TRUE,3285,2015,"H16_3","YUEN KWOK KEUNG"
"H17","CHING OI","1","CHAN MAN KI MAGGIE","3,243*",FALSE,TRUE,3243,2015,"H17_1","CHAN MAN KI MAGGIE"
"H17","CHING OI","2","MAK TSZ HO","2,048",FALSE,FALSE,2048,2015,"H17_2","MAK TSZ HO"
"H18","CHING ON","*","WONG YAT YUK","Uncontested",TRUE,TRUE,0,2015,"H18_*","WONG YAT YUK"
"H19","TSZ WAN EAST","1","HO HON MAN","3,192*",FALSE,TRUE,3192,2015,"H19_1","HO HON MAN"
"H19","TSZ WAN EAST","2","TAM CHUN MAN","1,585",FALSE,FALSE,1585,2015,"H19_2","TAM CHUN MAN"
"H20","KING FU","1","WONG CHUN KIN","2,377",FALSE,FALSE,2377,2015,"H20_1","WONG CHUN KIN"
"H20","KING FU","2","WU CHI WAI","3,907*",FALSE,TRUE,3907,2015,"H20_2","WU CHI WAI"
"H21","CHOI WAN EAST","1","WONG KWOK TUNG","1,551",FALSE,FALSE,1551,2015,"H21_1","WONG KWOK TUNG"
