"ConstituencyCode","Constituency","CandidateCode","CandidateAlias","Votes","Uncontested","elected","VotesN","Year","Key","Candidate"
"Q20","KING LAM","2","LAM WING YIN","2,707",FALSE,FALSE,2707,2015,"Q20_2","LAM WING YIN"
"Q21","HAU TAK","1","LING MAN HOI","2,679*",FALSE,TRUE,2679,2015,"Q21_1","LING MAN HOI"
"Q21","HAU TAK","2","TSANG HO MAN","2,261",FALSE,FALSE,2261,2015,"Q21_2","TSANG HO MAN"
"Q22","FU NAM","1","CHAN YIU MING","2,113",FALSE,FALSE,2113,2015,"Q22_1","CHAN YIU MING"
"Q22","FU NAM","2","CHAN POK CHI","2,207*",FALSE,TRUE,2207,2015,"Q22_2","CHAN POK CHI"
"Q23","TAK MING","*","WAN YUET CHEUNG","Uncontested",TRUE,TRUE,0,2015,"Q23_*","WAN YUET CHEUNG"
"Q24","SHEUNG TAK","1","CHOI KIN CHING(CHOI CHUN HIU)","650",FALSE,FALSE,650,2015,"Q24_1","CHOI KIN CHING"
"Q24","SHEUNG TAK","2","KAN SIU KEI","2,978*",FALSE,TRUE,2978,2015,"Q24_2","KAN SIU KEI"
"Q24","SHEUNG TAK","3","WONG FAI","1,662",FALSE,FALSE,1662,2015,"Q24_3","WONG FAI"
"Q25","KWONG MING","1","SHI HAU KIT SIMON","777",FALSE,FALSE,777,2015,"Q25_1","SHI HAU KIT SIMON"
"Q25","KWONG MING","2","CHOI MING HEI","1,055",FALSE,FALSE,1055,2015,"Q25_2","CHOI MING HEI"
"Q25","KWONG MING","3","CHONG YUEN TUNG","3,373*",FALSE,TRUE,3373,2015,"Q25_3","CHONG YUEN TUNG"
"Q26","WAN PO NORTH","1","CHUI TING PONG","665",FALSE,FALSE,665,2015,"Q26_1","CHUI TING PONG"
"Q26","WAN PO NORTH","2","FONG KWOK SHAN CHRISTINE","2,667*",FALSE,TRUE,2667,2015,"Q26_2","FONG KWOK SHAN CHRISTINE"
"Q27","WAN PO SOUTH","1","CHEUNG MEI HUNG","2,188*",FALSE,TRUE,2188,2015,"Q27_1","CHEUNG MEI HUNG"
"Q27","WAN PO SOUTH","2","WU CHEUK HIM","539",FALSE,FALSE,539,2015,"Q27_2","WU CHEUK HIM"
"R01","SHA TIN TOWN CENTRE","1","WONG CHI YUNG(ALF WONG)","1,328",FALSE,FALSE,1328,2015,"R01_1","WONG CHI YUNG"
"R01","SHA TIN TOWN CENTRE","2","WAI HING CHEUNG","2,759*",FALSE,TRUE,2759,2015,"R01_2","WAI HING CHEUNG"
"R02","LEK YUEN","1","WONG YUE HON","1,799*",FALSE,TRUE,1799,2015,"R02_1","WONG YUE HON"
"R02","LEK YUEN","2","WONG HO MING","1,406",FALSE,FALSE,1406,2015,"R02_2","WONG HO MING"
"R03","WO CHE ESTATE","1","YUE SHIN MAN ANNA(ANNA)","2,495*",FALSE,TRUE,2495,2015,"R03_1","YUE SHIN MAN ANNA"
"R03","WO CHE ESTATE","2","LEE WAI FUNG(DECO)","1,602",FALSE,FALSE,1602,2015,"R03_2","LEE WAI FUNG"
"R03","WO CHE ESTATE","3","LEE TAK WAH","1,185",FALSE,FALSE,1185,2015,"R03_3","LEE TAK WAH"
"R04","CITY ONE","*","WONG KA WING","Uncontested",TRUE,TRUE,0,2015,"R04_*","WONG KA WING"
"R05","YUE SHING","*","LEUNG KA FAI","Uncontested",TRUE,TRUE,0,2015,"R05_*","LEUNG KA FAI"
"R06","WONG UK","1","LEUNG CHI WAI","1,936",FALSE,FALSE,1936,2015,"R06_1","LEUNG CHI WAI"
"R06","WONG UK","2","LAI TSZ YAN","2,111*",FALSE,TRUE,2111,2015,"R06_2","LAI TSZ YAN"
"R07","SHA KOK","1","CHAN BILLY SHIU YEUNG","2,627*",FALSE,TRUE,2627,2015,"R07_1","CHAN BILLY SHIU YEUNG"
"R07","SHA KOK","2","YEUNG SIN HUNG","2,437",FALSE,FALSE,2437,2015,"R07_2","YEUNG SIN HUNG"
"R08","POK HONG","1","CHIU CHU PONG","2,859*",FALSE,TRUE,2859,2015,"R08_1","CHIU CHU PONG"
"R08","POK HONG","2","CHAN KWOK TIM","2,666",FALSE,FALSE,2666,2015,"R08_2","CHAN KWOK TIM"
"R09","JAT MIN","1","CHAU PING HIM","541",FALSE,FALSE,541,2015,"R09_1","CHAU PING HIM"
"R09","JAT MIN","2","YIP KA MING MICHAEL","1,050",FALSE,FALSE,1050,2015,"R09_2","YIP KA MING MICHAEL"
"R09","JAT MIN","3","YAU MAN CHUN","3,221*",FALSE,TRUE,3221,2015,"R09_3","YAU MAN CHUN"
"R10","CHUN FUNG","1","LEUNG KA WAI","1,578",FALSE,FALSE,1578,2015,"R10_1","LEUNG KA WAI"
"R10","CHUN FUNG","2","CHAN NOK HANG","3,724*",FALSE,TRUE,3724,2015,"R10_2","CHAN NOK HANG"
"R11","SUN TIN WAI","1","LI LOK YAN","1,488",FALSE,FALSE,1488,2015,"R11_1","LI LOK YAN"
"R11","SUN TIN WAI","2","CHING CHEUNG YING","2,455*",FALSE,TRUE,2455,2015,"R11_2","CHING CHEUNG YING"
"R12","CHUI TIN","1","HUI YUI YU","2,048*",FALSE,TRUE,2048,2015,"R12_1","HUI YUI YU"
"R12","CHUI TIN","2","WONG CHAK PIU PHILIP","1,675",FALSE,FALSE,1675,2015,"R12_2","WONG CHAK PIU PHILIP"
"R13","HIN KA","1","LAM CHUNG YAN","2,473*",FALSE,TRUE,2473,2015,"R13_1","LAM CHUNG YAN"
"R13","HIN KA","2","MOK WAI HUNG","1,713",FALSE,FALSE,1713,2015,"R13_2","MOK WAI HUNG"
"R14","LOWER SHING MUN","1","TONG HOK LEUNG","1,209*",FALSE,TRUE,1209,2015,"R14_1","TONG HOK LEUNG"
"R14","LOWER SHING MUN","2","LEE YUEN KAM","987",FALSE,FALSE,987,2015,"R14_2","LEE YUEN KAM"
"R14","LOWER SHING MUN","3","CHONG YIU KAN SHERMAN","1,175",FALSE,FALSE,1175,2015,"R14_3","CHONG YIU KAN SHERMAN"
"R15","WAN SHING","1","WONG LEUNG HI","962",FALSE,FALSE,962,2015,"R15_1","WONG LEUNG HI"
"R15","WAN SHING","2","CHEUNG TAK WING","927",FALSE,FALSE,927,2015,"R15_2","CHEUNG TAK WING"
"R15","WAN SHING","3","HO HAU CHEUNG","1,989*",FALSE,TRUE,1989,2015,"R15_3","HO HAU CHEUNG"
"R16","KENG HAU","1","NG KAM HUNG","2,826*",FALSE,TRUE,2826,2015,"R16_1","NG KAM HUNG"
"R16","KENG HAU","2","HO KWOK WAH GEORGE","2,144",FALSE,FALSE,2144,2015,"R16_2","HO KWOK WAH GEORGE"
"R17","TIN SUM","*","PUN KWOK SHAN","Uncontested",TRUE,TRUE,0,2015,"R17_*","PUN KWOK SHAN"
"R18","CHUI KA","1","WAI TAK LUN","1,029",FALSE,FALSE,1029,2015,"R18_1","WAI TAK LUN"
"R18","CHUI KA","2","LEE KAM MING","1,068",FALSE,FALSE,1068,2015,"R18_2","LEE KAM MING"
"R18","CHUI KA","3","LI SAI HUNG","2,433*",FALSE,TRUE,2433,2015,"R18_3","LI SAI HUNG"
"R19","TAI WAI","1","TUNG KIN LEI","3,649*",FALSE,TRUE,3649,2015,"R19_1","TUNG KIN LEI"
"R19","TAI WAI","2","LEUNG CHUN HIN","2,087",FALSE,FALSE,2087,2015,"R19_2","LEUNG CHUN HIN"
"R20","CHUNG TIN","1","WONG HOK LAI","1,631*",FALSE,TRUE,1631,2015,"R20_1","WONG HOK LAI"
"R20","CHUNG TIN","2","LO YUET CHAU","662",FALSE,FALSE,662,2015,"R20_2","LO YUET CHAU"
"R20","CHUNG TIN","3","TANG WING CHEONG","1,268",FALSE,FALSE,1268,2015,"R20_3","TANG WING CHEONG"
"R21","SUI WO","1","YAU CHI KIN","1,984",FALSE,FALSE,1984,2015,"R21_1","YAU CHI KIN"
"R21","SUI WO","2","PANG CHEUNG WAI THOMAS","2,160*",FALSE,TRUE,2160,2015,"R21_2","PANG CHEUNG WAI THOMAS"
"R21","SUI WO","3","LI SUI HA(LISA)","101",FALSE,FALSE,101,2015,"R21_3","LI SUI HA"
"R22","FO TAN","1","PONG SCARLETT OI LAN","1,905*",FALSE,TRUE,1905,2015,"R22_1","PONG SCARLETT OI LAN"
"R22","FO TAN","2","CHAN MAN FAI","1,250",FALSE,FALSE,1250,2015,"R22_2","CHAN MAN FAI"
"R23","CHUN MA","1","HO WAI LOK(RONALD)","1,169",FALSE,FALSE,1169,2015,"R23_1","HO WAI LOK"
"R23","CHUN MA","2","SIU HIN HONG","1,658*",FALSE,TRUE,1658,2015,"R23_2","SIU HIN HONG"
"R23","CHUN MA","3","CHENG WING CHUNG(PC)","148",FALSE,FALSE,148,2015,"R23_3","CHENG WING CHUNG"
"R24","CHUNG ON","1","QUAT ELIZABETH(EQ)","2,376",FALSE,FALSE,2376,2015,"R24_1","QUAT ELIZABETH"
"R24","CHUNG ON","2","YIP WING","2,506*",FALSE,TRUE,2506,2015,"R24_2","YIP WING"
"R25","KAM TO","1","YEUNG MAN YUI(GARY)","2,455",FALSE,FALSE,2455,2015,"R25_1","YEUNG MAN YUI"
"R25","KAM TO","2","CHAN KWOK KEUNG(JAMES)","2,592*",FALSE,TRUE,2592,2015,"R25_2","CHAN KWOK KEUNG"
"R26","MA ON SHAN TOWN CENTRE","1","LEE CHI WING ALVIN","2,391*",FALSE,TRUE,2391,2015,"R26_1","LEE CHI WING ALVIN"
"R26","MA ON SHAN TOWN CENTRE","2","MAN CHI WAI","1,106",FALSE,FALSE,1106,2015,"R26_2","MAN CHI WAI"
"R27","LEE ON","1","MAK YUN PUI(CHRIS MAK)","3,938*",FALSE,TRUE,3938,2015,"R27_1","MAK YUN PUI"
"R27","LEE ON","2","KONG CHEUK WAI","33",FALSE,FALSE,33,2015,"R27_2","KONG CHEUK WAI"
"R27","LEE ON","3","LO TAI SUEN ADA","1,767",FALSE,FALSE,1767,2015,"R27_3","LO TAI SUEN ADA"
"R28","FU LUNG","1","TSANG SO LAI","3,027*",FALSE,TRUE,3027,2015,"R28_1","TSANG SO LAI"
"R28","FU LUNG","2","LAW KWONG KEUNG(KK)","2,730",FALSE,FALSE,2730,2015,"R28_2","LAW KWONG KEUNG"
"R29","WU KAI SHA","1","LI WING SHING","1,567*",FALSE,TRUE,1567,2015,"R29_1","LI WING SHING"
"R29","WU KAI SHA","2","SIO CHAN IN DEVIN","1,121",FALSE,FALSE,1121,2015,"R29_2","SIO CHAN IN DEVIN"
"R30","KAM YING","1","TONG PO CHUN","1,442",FALSE,FALSE,1442,2015,"R30_1","TONG PO CHUN"
"R30","KAM YING","2","LI PO MUI","888",FALSE,FALSE,888,2015,"R30_2","LI PO MUI"
"R30","KAM YING","3","TING TSZ YUEN","1,612*",FALSE,TRUE,1612,2015,"R30_3","TING TSZ YUEN"
"R30","KAM YING","4","LAW SIU CHUN","1,176",FALSE,FALSE,1176,2015,"R30_4","LAW SIU CHUN"
"R31","YIU ON","1","LI SAI WING","3,021*",FALSE,TRUE,3021,2015,"R31_1","LI SAI WING"
"R31","YIU ON","2","CHEUNG PIK HA","2,071",FALSE,FALSE,2071,2015,"R31_2","CHEUNG PIK HA"
"R32","HENG ON","1","LAM TAK WAI","2,706",FALSE,FALSE,2706,2015,"R32_1","LAM TAK WAI"
"R32","HENG ON","2","CHENG TSUK MAN","3,740*",FALSE,TRUE,3740,2015,"R32_2","CHENG TSUK MAN"
"R33","ON TAI","1","CHIU MAN LEONG","3,657*",FALSE,TRUE,3657,2015,"R33_1","CHIU MAN LEONG"
"R33","ON TAI","2","YAU YUET WAH DONNA","2,647",FALSE,FALSE,2647,2015,"R33_2","YAU YUET WAH DONNA"
"R34","TAI SHUI HANG","1","YUNG MING CHAU MICHAEL","2,964*",FALSE,TRUE,2964,2015,"R34_1","YUNG MING CHAU MICHAEL"
"R34","TAI SHUI HANG","2","CHEUNG CHI YIN","2,629",FALSE,FALSE,2629,2015,"R34_2","CHEUNG CHI YIN"
"R35","YU YAN","*","YIU KA CHUN","Uncontested",TRUE,TRUE,0,2015,"R35_*","YIU KA CHUN"
"R36","BIK WOO","1","OWEN OI MING EMILY","1,490",FALSE,FALSE,1490,2015,"R36_1","OWEN OI MING EMILY"
"R36","BIK WOO","2","WONG PING FAN","2,352*",FALSE,TRUE,2352,2015,"R36_2","WONG PING FAN"
"R36","BIK WOO","3","LAU WAI LUN","1,151",FALSE,FALSE,1151,2015,"R36_3","LAU WAI LUN"
"R37","KWONG HONG","1","CHOI CHUN CHIU PAUL","1,028",FALSE,FALSE,1028,2015,"R37_1","CHOI CHUN CHIU PAUL"
"R37","KWONG HONG","2","WONG FU SANG","2,034*",FALSE,TRUE,2034,2015,"R37_2","WONG FU SANG"
"R37","KWONG HONG","3","NG WAI LING","1,828",FALSE,FALSE,1828,2015,"R37_3","NG WAI LING"
"R38","KWONG YUEN","1","CHAN MAN KUEN","2,525*",FALSE,TRUE,2525,2015,"R38_1","CHAN MAN KUEN"
"R38","KWONG YUEN","2","SUNG TSZ MING","1,553",FALSE,FALSE,1553,2015,"R38_2","SUNG TSZ MING"
"S01","KWAI HING","1","LEUNG CHI SHING","2,931*",FALSE,TRUE,2931,2015,"S01_1","LEUNG CHI SHING"
"S01","KWAI HING","2","LEUNG CHI HO","1,139",FALSE,FALSE,1139,2015,"S01_2","LEUNG CHI HO"
"S02","KWAI SHING EAST ESTATE","1","CHAN YUK LING","75",FALSE,FALSE,75,2015,"S02_1","CHAN YUK LING"
"S02","KWAI SHING EAST ESTATE","2","MO SANG TUNG","1,833",FALSE,FALSE,1833,2015,"S02_2","MO SANG TUNG"
"S02","KWAI SHING EAST ESTATE","3","LEUNG KWONG CHEONG","677",FALSE,FALSE,677,2015,"S02_3","LEUNG KWONG CHEONG"
"S02","KWAI SHING EAST ESTATE","4","CHOW WAI HUNG RAYMAN","3,212*",FALSE,TRUE,3212,2015,"S02_4","CHOW WAI HUNG RAYMAN"
"S03","UPPER TAI WO HAU","1","LAU CHIN PANG","1,589",FALSE,FALSE,1589,2015,"S03_1","LAU CHIN PANG"
"S03","UPPER TAI WO HAU","2","HUI KEI CHEUNG","2,217*",FALSE,TRUE,2217,2015,"S03_2","HUI KEI CHEUNG"
"S04","LOWER TAI WO HAU","1","WONG BING KUEN","3,098*",FALSE,TRUE,3098,2015,"S04_1","WONG BING KUEN"
"S04","LOWER TAI WO HAU","2","CHEUNG WAI MAN","1,369",FALSE,FALSE,1369,2015,"S04_2","CHEUNG WAI MAN"
"S05","KWAI CHUNG ESTATE NORTH","1","LEUNG KAM WAI","2,195*",FALSE,TRUE,2195,2015,"S05_1","LEUNG KAM WAI"
"S05","KWAI CHUNG ESTATE NORTH","2","LEUNG KONG MING","1,617",FALSE,FALSE,1617,2015,"S05_2","LEUNG KONG MING"
"S06","KWAI CHUNG ESTATE SOUTH","1","LEE WANG FUNG","1,790",FALSE,FALSE,1790,2015,"S06_1","LEE WANG FUNG"
"S06","KWAI CHUNG ESTATE SOUTH","2","WONG YUN TAT","2,320*",FALSE,TRUE,2320,2015,"S06_2","WONG YUN TAT"
"S07","SHEK YAM","1","LI SAI LUNG","2,907*",FALSE,TRUE,2907,2015,"S07_1","LI SAI LUNG"
"S07","SHEK YAM","2","WAN SIU KIN ANDREW","2,853",FALSE,FALSE,2853,2015,"S07_2","WAN SIU KIN ANDREW"
"S08","ON YAM","1","LEUNG TSZ WING DENNIS","2,714*",FALSE,TRUE,2714,2015,"S08_1","LEUNG TSZ WING DENNIS"
"S08","ON YAM","2","LEUNG WING KUEN","1,831",FALSE,FALSE,1831,2015,"S08_2","LEUNG WING KUEN"
"S09","SHEK LEI SOUTH","1","LEUNG KWOK WAH","2,974",FALSE,FALSE,2974,2015,"S09_1","LEUNG KWOK WAH"
"S09","SHEK LEI SOUTH","2","NG KA CHIU","3,141*",FALSE,TRUE,3141,2015,"S09_2","NG KA CHIU"
"S10","SHEK LEI NORTH","1","LAM SIU FAI","2,981*",FALSE,TRUE,2981,2015,"S10_1","LAM SIU FAI"
"S10","SHEK LEI NORTH","2","CHEUNG IP MEI","1,459",FALSE,FALSE,1459,2015,"S10_2","CHEUNG IP MEI"
"S11","TAI PAK TIN","1","KWOK FU YUNG","2,884*",FALSE,TRUE,2884,2015,"S11_1","KWOK FU YUNG"
"S11","TAI PAK TIN","2","TSUI SANG HUNG SAMMY","1,997",FALSE,FALSE,1997,2015,"S11_2","TSUI SANG HUNG SAMMY"
"S12","KWAI FONG","1","LEUNG YIU CHUNG","3,301*",FALSE,TRUE,3301,2015,"S12_1","LEUNG YIU CHUNG"
"S12","KWAI FONG","2","CHAN MAN LUEN YING","1,624",FALSE,FALSE,1624,2015,"S12_2","CHAN MAN LUEN YING"
"S13","WAH LAI","1","TAI PUI SHAN CHRISTABEL DONNA","263",FALSE,FALSE,263,2015,"S13_1","TAI PUI SHAN CHRISTABEL DONNA"
"S13","WAH LAI","2","YUEN KWOK KI","707",FALSE,FALSE,707,2015,"S13_2","YUEN KWOK KI"
"S13","WAH LAI","3","WONG YIU CHUNG","2,130*",FALSE,TRUE,2130,2015,"S13_3","WONG YIU CHUNG"
"S14","LAI WAH","*","CHU LAI LING","Uncontested",TRUE,TRUE,0,2015,"S14_*","CHU LAI LING"
"S15","CHO YIU","1","PAU MING HONG","2,986*",FALSE,TRUE,2986,2015,"S15_1","PAU MING HONG"
"S15","CHO YIU","2","LO WAI LAN","580",FALSE,FALSE,580,2015,"S15_2","LO WAI LAN"
"S15","CHO YIU","3","CHAN TAK CHEUNG","1,230",FALSE,FALSE,1230,2015,"S15_3","CHAN TAK CHEUNG"
"S16","HING FONG","1","LEUNG KAR MING","2,629",FALSE,FALSE,2629,2015,"S16_1","LEUNG KAR MING"
"S16","HING FONG","2","NG KIM SING","2,701*",FALSE,TRUE,2701,2015,"S16_2","NG KIM SING"
"S17","LAI KING","*","CHOW YICK HAY","Uncontested",TRUE,TRUE,0,2015,"S17_*","CHOW YICK HAY"
"S18","KWAI SHING WEST ESTATE","1","LAU MEI LO","3,157*",FALSE,TRUE,3157,2015,"S18_1","LAU MEI LO"
"S18","KWAI SHING WEST ESTATE","2","LEUNG CHING SHAN","2,146",FALSE,FALSE,2146,2015,"S18_2","LEUNG CHING SHAN"
"S19","ON HO","1","TAM WAI CHUN","3,021*",FALSE,TRUE,3021,2015,"S19_1","TAM WAI CHUN"
"S19","ON HO","2","LAU SIU HANG","2,667",FALSE,FALSE,2667,2015,"S19_2","LAU SIU HANG"
"S20","WAI YING","*","MAK MEI KUEN ALICE","Uncontested",TRUE,TRUE,0,2015,"S20_*","MAK MEI KUEN ALICE"
"S21","TSING YI ESTATE","1","CHENG HIU LING(ELAINE)","1,311",FALSE,FALSE,1311,2015,"S21_1","CHENG HIU LING"
"S21","TSING YI ESTATE","2","CHIU CHIT UE(UNY)","655",FALSE,FALSE,655,2015,"S21_2","CHIU CHIT UE"
"S21","TSING YI ESTATE","3","YU LAP ON","54",FALSE,FALSE,54,2015,"S21_3","YU LAP ON"
"S21","TSING YI ESTATE","4","CHAN SIU MAN SIMON","2,419*",FALSE,TRUE,2419,2015,"S21_4","CHAN SIU MAN SIMON"
"S22","GREENFIELD","1","CHEUNG WAI CHING CLARICE","3,467*",FALSE,TRUE,3467,2015,"S22_1","CHEUNG WAI CHING CLARICE"
"S22","GREENFIELD","2","POON SIU PING NANCY","578",FALSE,FALSE,578,2015,"S22_2","POON SIU PING NANCY"
"S23","CHEUNG CHING","1","LEE CHI KEUNG ALAN","3,223*",FALSE,TRUE,3223,2015,"S23_1","LEE CHI KEUNG ALAN"
"S23","CHEUNG CHING","2","WONG KWONG MO","1,273",FALSE,FALSE,1273,2015,"S23_2","WONG KWONG MO"
"S24","CHEUNG HONG","*","TSUI HIU KIT","Uncontested",TRUE,TRUE,0,2015,"S24_*","TSUI HIU KIT"
"S25","SHING HONG","1","FU MOON FONG FERDINAND","990",FALSE,FALSE,990,2015,"S25_1","FU MOON FONG FERDINAND"
"S25","SHING HONG","2","LEUNG WAI MAN","2,345*",FALSE,TRUE,2345,2015,"S25_2","LEUNG WAI MAN"
"S26","TSING YI SOUTH","1","IP YAM SHEK JOHNATHAN","1,654",FALSE,FALSE,1654,2015,"S26_1","IP YAM SHEK JOHNATHAN"
"S26","TSING YI SOUTH","2","POON CHI SHING","3,214*",FALSE,TRUE,3214,2015,"S26_2","POON CHI SHING"
"S27","CHEUNG HANG","1","LUI KO WAI","165",FALSE,FALSE,165,2015,"S27_1","LUI KO WAI"
"S27","CHEUNG HANG","2","LAM LAP CHI","1,838",FALSE,FALSE,1838,2015,"S27_2","LAM LAP CHI"
"S27","CHEUNG HANG","3","LO YUEN TING","2,814*",FALSE,TRUE,2814,2015,"S27_3","LO YUEN TING"
"S27","CHEUNG HANG","4","HA LUNG WAN","168",FALSE,FALSE,168,2015,"S27_4","HA LUNG WAN"
"S28","CHING FAT","1","WONG KIN LONG","233",FALSE,FALSE,233,2015,"S28_1","WONG KIN LONG"
"S28","CHING FAT","2","LAU CHI KIT","2,283",FALSE,FALSE,2283,2015,"S28_2","LAU CHI KIT"
"S28","CHING FAT","3","LEE HON SAM","282",FALSE,FALSE,282,2015,"S28_3","LEE HON SAM"
"S28","CHING FAT","4","LAM CHUI LING NANCY","2,648*",FALSE,TRUE,2648,2015,"S28_4","LAM CHUI LING NANCY"
"S29","CHEUNG ON","1","LAW KING SHING","2,359*",FALSE,TRUE,2359,2015,"S29_1","LAW KING SHING"
"S29","CHEUNG ON","2","WONG CHUN KIT","1,467",FALSE,FALSE,1467,2015,"S29_2","WONG CHUN KIT"
"S29","CHEUNG ON","3","HO CHI WAI","554",FALSE,FALSE,554,2015,"S29_3","HO CHI WAI"
"T01","LANTAU","1","YU HON KWAN(RANDY)","1,895*",FALSE,TRUE,1895,2015,"T01_1","YU HON KWAN"
"T01","LANTAU","2","LAU KING CHEUNG","653",FALSE,FALSE,653,2015,"T01_2","LAU KING CHEUNG"
"T01","LANTAU","3","YUEN YUK WAH","727",FALSE,FALSE,727,2015,"T01_3","YUEN YUK WAH"
"T01","LANTAU","4","TAM SAU NGOR","486",FALSE,FALSE,486,2015,"T01_4","TAM SAU NGOR"
"T02","YAT TUNG ESTATE NORTH","1","LEUNG HON WAI(JIMMY)","900",FALSE,FALSE,900,2015,"T02_1","LEUNG HON WAI"
"T02","YAT TUNG ESTATE NORTH","2","TANG KA PIU","3,061*",FALSE,TRUE,3061,2015,"T02_2","TANG KA PIU"
"T03","YAT TUNG ESTATE SOUTH","1","LO KWONG SHING ANDY","2,001",FALSE,FALSE,2001,2015,"T03_1","LO KWONG SHING ANDY"
"T03","YAT TUNG ESTATE SOUTH","2","KWOK PING","2,469*",FALSE,TRUE,2469,2015,"T03_2","KWOK PING"
"T04","TUNG CHUNG NORTH","1","FU HIU LAM SAMMI","1,929*",FALSE,TRUE,1929,2015,"T04_1","FU HIU LAM SAMMI"
"T04","TUNG CHUNG NORTH","2","YU CHUN CHEUNG PETER","1,897",FALSE,FALSE,1897,2015,"T04_2","YU CHUN CHEUNG PETER"
"T05","TUNG CHUNG SOUTH","1","WONG CHUN YEUNG","1,917",FALSE,FALSE,1917,2015,"T05_1","WONG CHUN YEUNG"
"T05","TUNG CHUNG SOUTH","2","CHOW HO DING HOLDEN","2,161*",FALSE,TRUE,2161,2015,"T05_2","CHOW HO DING HOLDEN"
"T06","DISCOVERY BAY","1","CHIU TAK WAI(FRANCIS)","860",FALSE,FALSE,860,2015,"T06_1","CHIU TAK WAI"
"T06","DISCOVERY BAY","2","YUNG WING SHEUNG AMY(AMY YUNG)","1,176*",FALSE,TRUE,1176,2015,"T06_2","YUNG WING SHEUNG AMY"
"T06","DISCOVERY BAY","3","HU ZILIANG(JIMMY)","113",FALSE,FALSE,113,2015,"T06_3","HU ZILIANG"
"T07","PENG CHAU & HEI LING CHAU","*","TSANG SAU HO JOSEPHINE","Uncontested",TRUE,TRUE,0,2015,"T07_*","TSANG SAU HO JOSEPHINE"
"T08","LAMMA & PO TOI","*","YU LAI FAN","Uncontested",TRUE,TRUE,0,2015,"T08_*","YU LAI FAN"
"T09","CHEUNG CHAU SOUTH","1","LAM KIT SING","460",FALSE,FALSE,460,2015,"T09_1","LAM KIT SING"
"T09","CHEUNG CHAU SOUTH","2","LEUNG KWOK HO","838",FALSE,FALSE,838,2015,"T09_2","LEUNG KWOK HO"
"T09","CHEUNG CHAU SOUTH","3","KWONG KOON WAN","1,487*",FALSE,TRUE,1487,2015,"T09_3","KWONG KOON WAN"
"T10","CHEUNG CHAU NORTH","1","LEE KWAI CHUN","1,681*",FALSE,TRUE,1681,2015,"T10_1","LEE KWAI CHUN"
"T10","CHEUNG CHAU NORTH","2","KWONG WAI KUEN","480",FALSE,FALSE,480,2015,"T10_2","KWONG WAI KUEN"
